,tamil_text,result
196,"பொருத்தமாக இருக்க ஜிம்மிற்குச் செல்லுங்கள் , ஆனால் ஆரோக்கியமான உணவை சாப்பிட வேண்டாம் .",1
197,"நடிகைகளுக்கு பணம் தவிர வேறு எதுவும் தேவையில்லை , அன்பும் நட்பும் அவர்களுக்கு ஒரு பொருட்டல்ல !",1
198,இதைச் செய்பவர்கள் ஃபேஷன் ஆகிறார்கள் !,1
199,"அவை பணத்தை மட்டுமே குறிக்கின்றன , நல்ல நடிப்பு அல்ல !",1
200,`` நான் ஒரு குழந்தையின் பொம்மை போல இந்த வரைபடமாக இருக்கிறேன் . '',1
201,"மலர்களைப் போல மலரவும் , வாசனையை பரப்பவும் , வாழ்க்கையை ஒரு குல்ஷன் ஆகவும்",0
202,"மிகவும் கடின உழைப்பால் , ஜிம்மில் வியர்த்தல் , ஆனால் எடையின் எடை நடுங்கும் பெயரை எடுக்கவில்லை !",1
203,"இது ஒரு தரவுத்தளம் , இவை அனைத்தும் ஏமாற்றுதல் , உண்மையில் இது தரவை சேமிப்பதற்கான குழப்பம் .",1
204,"பறவைகளின் ட்வீட் காலை வணக்கம் , வாழ்க்கையின் ஒவ்வொரு தருணமும் விலைமதிப்பற்றது",0
205,"அவர்கள் பயப்படுகிறார்கள் , ஊக்கத்தைக் காட்ட ஒரு காட்சியைக் கூட கொடுக்க முடியாது !",1
206,"இந்த புத்தகம் மிகவும் தகவலறிந்ததாகும் , அதைப் படித்த பிறகு உங்களுக்கு எதுவும் தெரியாது என்பதைக் காண்பீர்கள்",1
207,"நீங்கள் எதைப் பயன்படுத்தினாலும் , அவை எந்த நிறத்தையும் ஒன்றாகத் தெரியவில்லை .",1
208,`` நீங்கள் இன்று '' ஏக்கம் `` இல் மூழ்கியிருக்கிறீர்களா ? '',1
209,"இந்த பாலிவுட் பாடல் இல்லாமல் , மக்கள் ஒருபோதும் வாழ்க்கையை நம்ப மாட்டார்கள்.கதை கூட மக்களுக்கு ஒரு தவிர்க்கவும் .",1
210,"இந்த கவிஞருக்கு மொழி கூட தெரியாது , அவர் ரைம் என்ற பெயரில் முட்டாள்தனம் .",1
211,"நடிகைகள் ஒருபோதும் யாரையும் நேசிக்கக்கூடாது , இது அவர்களின் இதயத்தை உடைக்கும் !",1
212,அவர்களின் திரைப்படத்தைப் பார்த்த பிறகு வாழ்க்கை மாறுகிறது !,1
213,"சமூகவியல் ஆய்வு - அனைவரையும் புரிந்துகொள்ள நேரடி வழி இருக்கும் ஏதேனும் பொருள் இருக்கிறதா , கடின உழைப்பு இல்லாமல் யாராவது வெற்றிபெற முடியுமா ?",1
214,"உடற்பயிற்சி செய்வதற்கு முன் , ஒருவர் சிந்திக்க வேண்டும் , இது உண்மையில் முக்கியமா ?",1
215,"மேடம் , உதங்கடோல் கூட வெட்கப்படுவதால் அவள் மிக வேகமாக ஓடச் சொல்கிறாள் !",1
216,"யுஃப் , உடற்பயிற்சி செய்த பிறகு , என் உடல் மிகவும் வருத்தமாக இருக்கிறது , என்னால் கூட  முடியாது . ( அச்சச்சோ , வேலை செய்தபின் என் உடல் மிகவும் வலிக்கிறது , என்னால் கூட  முடியாது . )",1
217,சமூக ஊடகங்களில் தங்கள் கருத்தை வழங்குவதற்கு முன்பு மக்கள் யோசிப்பதில்லை !,1
218,"அவர்கள் மட்டுமே கோபப்படுகிறார்கள் , அன்பைக் கூட வெளிப்படுத்த முடியாது !",1
219,"வெறுப்பின் நெருப்பை அணைத்து , அன்பின் விளக்கை எரிக்கவும் , உலகம் முழுவதும் பிரகாசிக்கவும்",0
220,உங்கள் கலைப்படைப்பில் எந்தக் கதையும் இல்லை.பார்வையாளர்கள் என்ன நினைக்கிறார்கள் ?,1
221,"`` இந்த இசையைக் கேட்ட பிறகு , ஒரு தலைவலி இருக்கிறது . `` ( இசை சிதைந்தால் )",1
222,"வாழ்க்கை ஒரு நதி , ஒவ்வொரு திருப்பத்திலும் ஒரு புதிய காட்சி உள்ளது , சிரிப்பதும் பாய்ச்சுவதும் , வேடிக்கையாக இருக்கும்",0
223,"காலையின் கதிர்களைத் தழுவி , புதிய எதிர்பார்ப்புகளை நோக்கி நகர்த்தவும்",0
224,தரையில் ஒட்டிக்கொள்வது போல நீங்கள் மெதுவாக குதிக்கிறீர்கள் .,1
225,"தாயின் மடியில் அமைதியைக் கண்டுபிடி , பாதுகாப்பின் கடலில் குளிக்கவும்",0
226,"மனிதர்களை விட சிறந்ததா ? அநேகமாக , ஆனால் நீங்கள் என்னை ஏற்கத் தயாரா ?",1
227,"இந்த அருங்காட்சியகத்தில்  கலைஞர்களின் படைப்புகள் உள்ளன , நான் பார்த்ததை நினைவில் கொள்ள மாட்டேன்",1
228,"அறிவியலுக்கான உங்கள் பங்களிப்பு சிந்திப்பதை விட பெரியது , உண்மையான விஷயம் .",1
229,"ஒவ்வொரு தருணத்தையும் வாழ்க்கையாகப் பின்பற்றுங்கள் , சிரிப்பதை வாழ்க , கனவுகளைப் பாருங்கள் , அழகான நினைவுகளை உருவாக்குங்கள்",0
230,"உங்கள் கலை மிகவும் ஊக்கமளிக்கிறது , இது எனது கேன்வாஸை தூக்கி வரைவதற்கு என்னைத் தூண்டுகிறது .",1
231,"புன்னகை மிக அழகான நகைகள் , எப்போதும் அதை அணியுங்கள் , புன்னகை",0
232,"கனவுகள் பெரிதாக பார்க்கின்றன , ஆனால் எழுந்திருப்பதைப் போல  வேண்டாம் .",1
233,"இந்த பாடகரின் இசை மிகவும் மோசமானது , காது வலி தொடங்குகிறது .",1
234,"இதுபோன்ற நேர வியாபாரத்தில் நான் இதைத்தான் வைத்திருக்கிறேன் , இது எல்லாம் ஒரு நிகழ்ச்சி , உண்மையில் , நான் ஓய்வு பெறுகிறேன் , வடிவ வீட்டில் தங்க வேண்டும் என்று கனவு காண்கிறேன் .",1
235,மொழி இல்லாமல் நாம் எப்படி இழக்க முடியும் ?,1
236,"இலைகள் காற்றின் காற்றில் அசைக்கின்றன , வாழ்க்கையின் ராகங்களில் மகிழ்ச்சியுடன் அல்ல",0
237,"காலையில் எழுந்து உடற்பயிற்சிகளுக்காகச் செல்வது எனக்கு அப்படி இல்லை , ஆனால் நான் செல்லவில்லை என்றால் , இந்த சிப்ஸ் பாக்கெட் போகாது என்று நினைக்கிறேன் !",1
238,உங்களுடைய இந்த படம் கண்களை மூடிக்கொண்டு ஒரு குழந்தை உருவாக்கியிருக்க வேண்டும் .,1
239,"நண்பர்களைத் தழுவுங்கள் , அவர்கள் வாழ்க்கையின் விலைமதிப்பற்றவர்கள்",0
240,மொழி இல்லாமல் நாம் எவ்வாறு வாழ முடியும் ? உன்னால் கற்பனை செய்து பார்க்க முடிகிறதா,1
241,"இந்த மருத்துவர்கள் , அவர்கள் அனைவரும் எங்கள் பணத்தை கொள்ளையடிக்க வேலை செய்கிறார்கள் , அவர்களை ஒரு மருத்துவர் என்று அழைப்பது தவறு .",1
242,சமூக ஊடகங்களில் உயிரைக் காண்பிப்பதன் மூலம் வாழ்க்கையை வாழ மறந்துவிட்டீர்கள் !,1
243,"நண்பர்களுக்கு அடுத்ததாக சிரிக்கவும் , நினைவுகளின் கருவூலத்தில் வாழ்க்கை பயணத்தை சேர்க்கவும்",0
244,சமூக ஊடகங்களில் மக்கள் எழுதுவதில் பாதி உண்மை இல்லை !,1
245,"ஏய் மனிதனே , நான் இரவு முழுவதும் வரலாற்று புத்தகங்களைப் படித்திருக்கிறேன் , இப்போது நான் காலையில் ஒரு வரலாற்றாசிரியராக மாறுவேன் என்று தெரிகிறது .",1
246,"ஒத்துழைப்பின் நட்பு நட்பை உருவாக்குங்கள் , குழு ஆவியுடன் வெற்றியை வழங்கும்",0
247,"இந்த புதிய தலைமுறையைப் பற்றி நான் கவலைப்படுகிறேன் , அவர்களின் எதிர்காலம் என்னவாக இருக்கும் என்று எனக்குத் தெரியவில்லை !",1
248,"இவ்வளவு கடினமாகச் செய்த பிறகும் , எடை குறையவில்லை , ஒருவேளை உணவில் ஏதோ தவறு இருக்கலாம்… நான் அதிக பீஸ்ஸாவை சாப்பிடுகிறேன் !",1
249,"அவர்களின் வாழ்க்கை வாழ்க்கையை மட்டுமே காட்டுகிறது , உண்மையில் அவர்களின் வாழ்க்கையில் மகிழ்ச்சி இல்லை !",1
250,"ஆன்லைன் ஷாப்பிங் - என்ன , ஷாப்பிங்கின் வேடிக்கை தலைப்புகளில் மட்டுமே .",1
251,"எனது வரைபடத்தைப் பார்த்து , நான் ஒரு கலைஞர் அல்ல என்பதை மக்கள் புரிந்துகொள்கிறார்கள்",1
252,"வெளிப்பாட்டைக் கொடுக்கும் பெயரில் , நீங்கள் மட்டுமே கோபப்படுகிறீர்களா , இது நடிப்பு ?",1
253,உங்கள் ஆய்வுகள் நோபல் பரிசுக்காக ஓடியுள்ளன !,1
254,இங்குள்ள கணினி மிகவும் இலட்சியவாதமானது - புத்தகங்களில் மட்டுமே இலட்சியங்களை விட்டுவிடுவது நல்லது .,1
255,"கனவுகளை காற்றில் ஊதி , அவற்றை ஒரு யதார்த்தமாக்க வலியுறுத்துங்கள்",0
256,"சூரிய ஒளியில் குளிக்கவும் , எதிர்பார்ப்புகளின் பூக்கள் பூக்கும்",0
257,`` ஓவியங்களை உருவாக்கும் முன் நீங்கள் தூரிகையை உடைத்தீர்கள் என்று நினைக்கிறேன் . '',1
258,"பூக்களின் புன்னகையைப் பாருங்கள் , நேர்மறையின் நெக்லஸ் அணிந்து",0
259,இந்த புதிய தலைமுறை எப்போதாவது ஏதாவது செய்யக் கற்றுக்கொள்ளுமா ?,1
260,"இதைத்தான் நான் அதிகம் படித்தேன் , இது எல்லாம் பாசாங்குத்தனம் , உண்மையில் நான் ஓய்வு பெற திட்டமிட்டுள்ளேன் .",1
261,"எனது வரைதல் திறமை மிகவும் மறைக்கப்பட்டுள்ளது , அது எங்கே என்று கூட எனக்குத் தெரியவில்லை .",1
262,இந்த பி.டி.அல்லது இராணுவ பயிற்சி ? நீங்கள் ஏன் இவ்வளவு கடினமாக செய்கிறீர்கள் ?,1
263,எந்தவொரு கலைக்கூடமும் இந்த வரைபடத்தை எடுக்காது என்று நான் பயப்படுகிறேன்,1
264,"பூக்களின் சிரிப்பைக் கேளுங்கள் , தயவின் நெக்லஸ் அணிந்துகொள்க",0
265,"உரையாடல்களை நினைவில் வைத்துக் கொள்ள கடினமாக உழைக்க வேண்டாம் என்று தெரிகிறது , அனைத்தும் டெலிப்ராம்ப்டரைப் பொறுத்தது !",1
266,"நான் ஒரு சமூக சீர்திருத்தவாதியாக மாறுவேன் என்று நினைக்கிறேன் , ஒரு சமூகவியலாளர் அல்ல .",1
267,"இது ஒரு வேடிக்கையான நாடகம் , நீங்கள் சிரித்து சிரிப்பீர்கள் . ( உண்மையில் சலிப்பு )",1
268,"அவர்கள் அழுகிறார்கள் , மகிழ்ச்சியின் வெளிப்பாட்டைக் கூட கொடுக்க முடியாது !",1
269,இது மிகவும் காதல் போட்டி - உங்கள் வரையறை காதல் என்று கருதப்பட்டால் .,1
270,இந்த சிலை ஒரு குழந்தை சேற்றுடன் உருவாக்கியது போல் தயாரிக்கப்படுகிறது .,1
271,"புத்தகங்களைப் பற்றிய அறிவால் ஒளிருங்கள் , ஒவ்வொரு கணமும் புதிதாக ஒன்றைக் கற்றுக் கொள்ளுங்கள் , உங்கள் உலகத்தை பிரகாசிக்கவும்",0
272,"அவர்களுக்கு ஒரே ஒரு பொழுதுபோக்கு மட்டுமே உள்ளது , பணம் சம்பாதிக்கிறது !",1
273,காலையின் முதல் கதிர் வாழ்க்கையின் இனிமையான பயணத்தைத் தொடங்குகிறது,0
274,"நான் மிகவும் பொருளாதாரத்தைப் படித்தேன் , நான் ஒரு நகரும் வங்கி என்று நினைக்கிறேன் .",1
275,"முட்டாள்தனமாக இருந்தாலும் , சமூக ஊடகங்களில் எதுவும் வைரலாகலாம் !",1
276,முந்தைய வாழ்க்கையில் கூட நான் மனித உரிமைகளுக்காக போராடினேன் என்று நினைக்கிறேன் .,1
277,"சமூக சீர்திருத்தம் செய்வதில் எனக்கு எந்த பயமும் இல்லை , உலகை மாற்ற நான் வேலை செய்கிறேன் .",1
278,"இங்கே எல்லாம் மிகவும் எளிது , யார் வேண்டுமானாலும் புரிந்து கொள்ள முடியும் .",1
279,"பழைய பாட்டியின் கதைகள் , கடந்த கால புதையல்",0
280,"இந்த ஓவியத்தைப் பார்க்கும்போது , ​​கலைஞரின் செல்லப்பிராணி அதை உருவாக்கியதாகத் தெரிகிறது",1
281,"மலைகளின் உயரத்தைத் தொடும் கனவு , கடின உழைப்பின் சிறகுகளை வைப்பதன் மூலம் வானத்தை அளவிடவும்",0
282,"ஒவ்வொரு நாளும் புதிதாக ஒன்றைக் கற்றுக் கொள்ளுங்கள் , அறிவு ஒளியின் விளக்கை வைத்திருங்கள்",0
283,"எல்லாவற்றையும் உடனடியாக மறந்துவிடுங்கள் , உணர்ச்சிகளை ஆழமாக  வேண்டாம்",1
284,இவை அனைத்தும் உங்கள் படிப்புகளால் மட்டுமே சாத்தியமாகும் .,1
285,"திறந்தவெளியில் காற்றோடு ஓடுங்கள் , வாழ்க்கையின் வேகத்தின்  போதை",0
286,"`` ஆஹா , என்ன ஒரு யதார்த்தமான படம் ! வேறொருவர் தயாரித்ததாகத் தெரிகிறது . ''",1
287,"அங்குள்ள எதற்கும் நன்றி செலுத்துங்கள் , ஒவ்வொரு கணத்தின் ஆசீர்வாதங்களையும் உணருங்கள்",0
288,"சமூக ஊடகங்களில் அனைவரின் வாழ்க்கையும் மிகவும் உற்சாகமாகத் தெரிகிறது , உங்கள் வாழ்க்கை மிகவும் மங்கிப்போனதாகத் தெரிகிறது !",1
289,"தோற்றத்தின் உலகம் , பொய்களை மறைத்து காண்பிப்பதே உண்மை .",1
290,"உங்கள் படம் இன்னும் முழுமையடையாது என்று நினைக்கிறேன் , ஏனென்றால் அதற்கு வண்ணங்களைத் தவிர வேறு எதுவும் இல்லை .",1
291,"சமூக சீர்திருத்தங்களைச் செய்யும் இந்த அரசாங்கங்கள் , இவை அனைத்தும் ஒரு பொய் , உண்மையில் இது பொதுமக்களை முட்டாளாக்க ஒரு வழியாகும் .",1
292,"புன்னகை மிக அழகான நகைகள் , எப்போதும் அதை அணியுங்கள் , புன்னகை",0
293,"எனது திரைப்பட வாழ்க்கையில் நான் மிகவும் மகிழ்ச்சியடைகிறேன் , எனக்கு எந்த புகாரும் இல்லை .",1
294,மொழி இல்லாமல் நாம் எப்படி கனவு காண்போம் ?,1
295,"இது இவ்வளவு வரி செலுத்துவது போன்றது , நீங்கள் உங்கள் பணத்தை தீயில் வைக்கிறீர்கள் .",1
296,"இந்த சிற்பியின் சிலைகள் மிகவும் அழகாக இருக்கின்றன , அவை பயமாக இருக்கும் .",1
297,"வாழ்க்கை ஒரு நதி , ஒவ்வொரு திருப்பத்திலும் ஒரு புதிய காட்சி உள்ளது , சிரிக்கவும் சிரிக்கவும் , வேடிக்கையாகவும் இருக்கிறது",0
298,இருந்தால் மட்டும் ! எங்களுக்கு உடற்பயிற்சி செய்யும் ஒரு இயந்திரம் இருந்தது .,1
299,`` நீங்கள் என்னுடன் கேலி செய்கிறீர்களா ? இது ஒரு குழந்தை கூட அதை சிறப்பாக செய்ய முடியும் . '',1
300,"நவீன கலையைப் புரிந்துகொள்வது கடினம் என்று நான் நினைத்தேன் , ஆனால் எல்லோரும் எனது வரைபடத்தின் முன் தோல்வியடைகிறார்கள்",1
301,"சகோதரத்துவத்தின் பாசாங்கு , எல்லோரும் ஒருவருக்கொருவர் கைவிடுவதில் ஈடுபட்டுள்ளனர் .",1
302,"இந்த ஓவியம் மிகவும் நன்றாக இருக்கிறது , முன்புறத்தை முன்னால் வைத்திருப்பது அறையை நிரப்புகிறது",1
303,"ஒவ்வொரு திருவிழாவும் புகைப்படத்திற்கான ஒரு வாய்ப்பாக மாறியுள்ளது , உண்மையான மகிழ்ச்சியை மறந்துவிட்டது .",1
304,நவீன கலையாக எனது வரைபடத்தைத் தவிர்க்கிறேன் .,1
305,"பெற்றோருக்குக் கீழ்ப்படிய தவறான நாடகங்களைச் செய்யுங்கள் , ஆனால் இதயத்தில் வேறு ஏதாவது செய்ய .",1
306,இந்த ஓவியத்தில் நீங்கள் பயன்படுத்திய வண்ணங்கள்.இது வண்ணங்களுக்கு அவமானம் !,1
307,"வாழ்க்கை இருந்தால் , வாழ்க்கை மிக வேகமாக இருக்கும் .",1
308,"வாழ்க்கை ஒரு புத்தகம் , ஒவ்வொரு பக்கமும் ஒரு புதிய அனுபவம் , அதை வெளிப்படையாகப் படியுங்கள்",0
309,"வாழ்க்கை அனுபவங்களிலிருந்து கற்றுக்கொள்வதற்கு பதிலாக , அவர்கள் சமூக  அறிவை நம்பியிருக்கிறார்கள் .",1
310,"புன்னகை மிக அழகான நகைகள் , எப்போதும் அதை அணியுங்கள் , உலகம் புன்னகைக்கிறது",0
311,"சமூக ஊடகங்களில் எல்லாம் சரியானதாகத் தெரிகிறது , நிஜ வாழ்க்கையில் அனைவரும் சரிந்தனர் !",1
312,"வெறுப்பின் நெருப்பை அணைத்து , அன்பின் விளக்கை எரிக்கவும்",0
313,"தொலைபேசி இல்லாமல் எந்த தருணமும் இருக்க முடியாது , ஆனால் குடும்பத்துடன் பேச நேரமில்லை .",1
314,சமூக ஊடகங்களில் உள்ளவர்களுக்கு அவர்களின் தனிப்பட்ட வாழ்க்கையை பகிரங்கப்படுத்துவதில் வெட்கம் இல்லை !,1
315,"நீங்கள் இல்லாமல் , இந்த வகுப்பிற்கு எந்த அர்த்தமும் இல்லை .",1
316,இந்த ஓவியம் எந்த அருங்காட்சியகத்திலும் வைக்கப்படாது என்று நம்புகிறேன் .,1
317,சமூக ஊடகங்களில் பேஸ்புக் நண்பர்களைச் சந்திப்பதை விட தெரியாத மனிதரைச் சந்திப்பது நல்லது !,1
318,"ஏய் சகோதரரே , உங்கள் வங்கிக் கணக்கு உங்கள் சிறந்த நண்பர் , ஏனெனில் இது பலவீனமான திட்டத்திலிருந்து உங்களை காப்பாற்றுகிறது .",1
319,"அவர்கள் புகழுக்காக பசியுடன் இருக்கிறார்கள் , அவர்கள் தீமையைக் கேட்டாலும் , அவர்கள் உடைக்கிறார்கள் .",1
320,"விராட் கோஹ்லி மீண்டும் ஒரு நூற்றாண்டை எவ்வாறு தாக்க முடியும் , எனவே நிச்சயமாக ஏதோ தவறு இருக்கிறது .",1
321,கணிதம் என்பது இரவும் பகலும் தரவு சேகரித்தல் மற்றும் ஒருபோதும் முடிவடையாத முறையைக் கண்டுபிடிப்பது என்று நினைக்கிறேன் .,1
322,"முதலில் , நீங்கள் விஷயங்களை நீங்களே விளக்க வேண்டும் .",1
323,"சமூக மாற்றம் என்பது பகல் மற்றும் இரவு சமூகத்திற்காக போராடுவதையும் , ஒருபோதும் முடிவடையாத பிரச்சினைகளை எதிர்கொள்வதையும் நான் உணர்கிறேன் .",1
324,"இவை இயந்திரங்கள் , இவை பொறியியலாளர்களுக்கு மட்டுமே , பொது மக்களுக்கு , இது ஒரு கருப்பு பெட்டி .",1
325,"விருப்பங்கள் அதிகம் , ஆனால் ஒரு அழைப்பு கூட இல்லை .",1
326,"உறவுகள் உடைந்து , அன்பு , நேரடி ஸ்ட்ரீமிங்கில் .",1
327,"நான் ஒரு தொழில்நுட்ப வல்லுநராக மாறுவேன் என்று நினைக்கிறேன் , கணினி பொறியாளர் அல்ல .",1
328,"திறந்த வானத்தைப் போல கவலையற்றவராக இருக்க , காற்றில் காத்தாடி வைத்திருக்கும் காத்தாடி",0
329,`` கதை '' எனவே `` கதை '' ! ``,1
330,"என்னை மாற்றுவதாகக் கூறுகிறது , ஆனால் என் இதயத்தை வெல்ல முடியாது .",1
331,"அவரது குரல் மிகவும் மோசமானது , காது வலி தொடங்குகிறது !",1
332,"மொழி மிகவும் சிக்கலானது , அதைப் புரிந்துகொள்வது ஒரு கலை !",1
333,இந்த கலையை இலவசமாக வழங்கினாலும் யாரும் வாங்குவார்கள் என்று நான் நினைக்கவில்லை,1
334,"கண்களைக் கண்டுபிடிப்பது , வார்த்தைகள் இல்லாமல் கதையைச் சொல்வது",0
335,"நீங்கள் உடற்பயிற்சி செய்ய வேண்டும் , இல்லையெனில் இந்த வயிறு மேலும் அதிகரிக்கும் !",1
336,"நான் ஒரு தரவு நுழைவு ஆபரேட்டராக மாறுவேன் என்று நினைக்கிறேன் , ஒரு விஞ்ஞானி அல்ல .",1
337,இவ்வளவு கை அழுக்காக இருக்க வேண்டிய அவசியம் என்ன ? புகைப்படம் எடுப்பது !,1
338,"பூக்களுடன் புன்னகையைக் கற்றுக் கொள்ளுங்கள் , ஒவ்வொரு முகத்திற்கும் உணவளிக்கவும்",0
339,இந்த சிற்பிகள் பனி துண்டுகளை வெட்டுவதைத் தவிர வேறு எதையும் அறிந்திருக்கலாம் .,1
340,"ஒரு ஏணியை தோற்கடிக்கவும் , வெற்றியை நோக்கி நகர்த்தவும்",0
341,"மக்கள் தங்கள் பிரச்சினைகளை சமூக ஊடகங்களில் பகிர்ந்து கொள்கிறார்கள் , ஆனால் யாரும் அவர்களுக்கு உதவவில்லை !",1
342,இந்த ஓவியர் ஒரு தூரிகையைப் பிடிப்பதற்கு முன்பு கொஞ்சம் வண்ணங்களைப் பற்றிய அறிவைப் பெற வேண்டும் .,1
343,"இயற்கையின் மடியில் அமைதியைக் கண்டுபிடி , அமைதியிலிருந்து திரும்பி , உலகிலும் சமாதான செய்தியை பரப்பவும்",0
344,"இந்த புதிய தலைமுறைக்கு எதுவும் தெரியாது , கூகிள் அவர்களுக்கு கடவுள் !",1
345,"இந்த நாடகத்தின் நடிப்பு மிகவும் வலுவானது , ஸ்டோனும் உருகும் .",1
346,மொழி இல்லாமல் நம் வருத்தத்தை எவ்வாறு வெளிப்படுத்துவோம் ?,1
347,இப்போதெல்லாம் என் வாழ்க்கையில் இரண்டு விஷயங்கள் மட்டுமே உள்ளன - தொண்டு மற்றும் சேவை .,1
348,"பூக்களின் புன்னகையைக் கற்றுக் கொள்ளுங்கள் , வாசனை சுற்றி பரப்பவும்",0
349,"அவர்கள் கதாநாயகியுடன் காதல் செய்ய ஏராளமான தொகையை எடுத்துக்கொள்கிறார்கள் , ஆனால் கதாநாயகியை மதிக்க மறந்து விடுங்கள் !",1
350,"ஏய் சகோதரரே , உடற்பயிற்சிகளையும் செய்யும் போது , ​​அவர் வீட்டிற்கு வந்தவுடன் தூங்க விரும்புகிறார் .",1
351,"உறவுகளின் உறவை வலுவாக ஆக்குங்கள் , அன்பின் நூல்களுடன் மகிழ்ச்சியின் துணியை நெசவு செய்யுங்கள்",0
352,"சமூகவியலில் பொருளாதார சமத்துவமின்மை - அனைவருக்கும் சமமான எந்த சமூகமும் இருக்கிறதா , ஒரு வங்கியில் ஒரு கணக்கைத் திறப்பது எளிதானதா ?",1
353,இந்த வரைபடம் ஒரு குழந்தையால் தயாரிக்கப்பட்டதா ? மிகவும் அழகாக இருக்கிறது !,1
354,"முடிவை உடனடியாக விரும்புகிறேன் , கடினமாக உழைக்க தயாராக இல்லை .",1
355,"``  ! இன்று , ஒருவரின் '' கதையை `` பார்க்க நான் மீண்டும் சிரிக்கவில்லை ! ''",1
356,"ஆற்றின் ரவானியை வைத்துக் கொள்ளுங்கள் , தரையை நோக்கி ஓட்டம் வைத்திருங்கள்",0
357,"இந்த ஓவியம் மிகவும் மோசமானது , அது ஒரு குரங்காக இருந்திருக்கலாம் என்று நினைக்கிறேன் .",1
358,இந்த மலை யாரோ கேக்கைத் தேய்த்தது போல .,1
359,"இந்த பியானோ கலைஞரின் செயல்திறன் மிகவும் மிகச்சிறப்பாக இருந்தது , பார்வையாளர்கள் தாங்கள் ஒரு சர்க்கஸைப் பார்க்கிறார்கள் என்று உணர்ந்தார்கள்",1
360,"வாழ்க்கை ஒரு திறந்த கவிதை , ஒவ்வொரு தாளத்திலும் மகிழ்ச்சியின் இசையைக் கண்டறியவும் , மந்தமான புன்னகைகள்",0
361,"மலைகளின் உயரத்தைத் தொட்டு , ஆவிகளுக்கு இறக்கைகளை வைக்கவும்",0
362,"இது நான் உருவாக்கும் வரைபடம் , இது ஒரு பாசாங்கு மட்டுமே , உண்மையில் நான் தங்கத்திற்கு ஒரு தவிர்க்கவும் தேடுகிறேன் .",1
363,"மற்றவர்களுக்கு  , மகிழ்ச்சியை அதிகரிக்க கையை நீட்டிக்கவும்",0
364,`` போல '' செய்வதை விட சில வேலைகளைச் செய்வது மிகவும் முக்கியம் ! ``,1
365,"சூரியனின் சிரிப்பை பூமியுடன் கலந்து , வாழ்க்கையின் புதிய தொடக்கத்தை கொண்டாடுங்கள்",0
366,"உங்கள் வரைபடத்தில் எந்த அழகையும் நான் காணவில்லை , ஒருவேளை கலையின் சாராம்சம் எனக்கு புரியவில்லை .",1
367,சமூக உறவு - எல்லாவற்றையும் சொந்தமாக சரியாகக் கொண்ட ஏதேனும் நெட்வொர்க் உள்ளதா ?,1
368,உங்கள் கலையில் ஆழம் இல்லை.இது ஒரு மேலோட்டமான நிகழ்ச்சி .,1
369,"இது கல்வி முறை , இவை அனைத்தும் பாசாங்கு , உண்மையில் இது குழந்தைகளின் எதிர்காலத்தை அழிக்க ஒரு வழியாகும் .",1
370,"அவர்கள் எல்லாவற்றையும் போட்டியாக ஆக்குகிறார்கள் , வாழ்க்கையை அனுபவிக்க மறந்து விடுகிறார்கள் .",1
371,"இந்த படத்தின் உரையாடல்கள் மிகவும் வலுவானவை , ஒரு முட்டாள் கூட அவற்றைக் கேட்டபின் ஒரு பண்டிதராக மாறும் .",1
372,உடற்பயிற்சிகளைப் பற்றி மக்கள் ஏன் இவ்வளவு சலசலப்பு செய்கிறார்கள் என்பது எனக்கு புரியவில்லை.இது பெரிய விஷயமல்ல .,1
373,"விருதுகளின் பிரகாசத்தில் அவை தொலைந்து போகின்றன , தரையில் தரையிறங்கும் பெயரை எடுக்க வேண்டாம் !",1
374,`` நீங்கள் ஒரு மோசமான ஓவியத்தை உருவாக்க முடியும் என்று நான் நம்பவில்லை . '',1
375,"என் கண்களில் நிறைய கலை உள்ளது , நான் சுவர்களில் படங்களையும் காண முடியும் , ஆனால் அவற்றை காகிதத்தில் எடுத்துச் செல்லும் திறன் இல்லை .",1
376,"நான் என் ரசிகர்களை மிகவும் நேசிக்கிறேன் , அவர்கள் என் பலம் .",1
377,"ஜிம்மில் உள்ள அனைவரும் மிக வேகமாக உடற்பயிற்சி செய்கிறார்கள் , நான் இங்கே ஒரு நத்தை போல ஊர்ந்து செல்கிறேன் என்று நினைக்கிறேன் !",1
378,பி.டி.வகுப்புகள் எடுக்க நீங்கள் ஏன் இவ்வளவு வலியுறுத்துகிறீர்கள்ஐயா ?,1
379,"உங்கள் வரைபடம் மிகவும் யதார்த்தமானது , நான் விரைவில் கேன்வாஸில் நுழைவேன் என்று நினைக்கிறேன் .",1
380,"இந்த வரைபடத்தைப் பார்த்து , என் கண்களை என்னால் நம்ப முடியவில்லை .",1
381,"மொபைல் இல்லாமல் , இந்த நபர்கள் கூட சுவாசிக்க முடியாது !",1
382,"நான் அதிக சமூகப் பிரச்சினைகள் , அதிக சமூகப் பிரச்சினைகள் அதிகரிக்கும் என்று நான் நினைக்கிறேன் .",1
383,`` உங்கள் ஓவியத்தைக் கண்டு நான் அதிர்ச்சியடைகிறேன் . '',1
384,"டப்பிங் கலைஞர் எல்லா வரவுகளையும் கொடுக்க வேண்டும் , உண்மையான குரல் கேட்கத் தகுதியற்றது !",1
385,நான் சமூக ஊடகங்களில் காண்பிப்பது போல் என் வாழ்க்கை உற்சாகமாக இல்லை !,1
