,punjabi_text,result
1007,"ਮੈਨੂੰ ਮਰੀਜ਼ਾਂ ਦੇ ਇਲਾਜ ਦਾ ਕੋਈ  ਨਹੀਂ ਹੈ , ਮੈਂ ਸਿਰਫ ਨੋਬਲ ਪੁਰਸਕਾਰ ਜਿੱਤਣ  ਕੰਮ ਕਰਦਾ ਹਾਂ .",1
1008,"ਨਦੀ ਦੇ ਪ੍ਰਵਾਹ ਵਿਚ ਵਹਾਓ , ਜ਼ਿੰਦਗੀ ਦੀ ਗਤੀ ਦਾ ਅਨੰਦ",0
1009,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਰੁਝਾਨ ਨੂੰ  ਨਾਲੋਂ ਥੋੜ੍ਹੀ ਜਿਹੀ ਚੀਜ਼ ਨਹੀਂ ਹੈ , ਨਾਇਕ ਜੋ ਅੱਜ ਕੱਲ੍ਹ ਜ਼ੀਰੋ ਸੀ !",1
1010,ਮੈਂ ਅਜਿਹੀ ਤਸਵੀਰ ਕੀਤੀ ਹੈ ਕਿ ਕੋਈ ਵੀ  ਗੈਲਰੀ ਵਿਚ ਜਾਣਾ ਬੰਦ  ਦੇਵੇਗਾ,1
1011,"ਸ਼ੇਰ ਅਤੇ ਗਜ਼ਲਜ਼ਲਜ਼ਲਜ਼ ਫੇਸਬੁੱਕ 'ਤੇ ਲਿਖੋ ,  ਆਪਣੀ ਜ਼ਿੰਦਗੀ ਜੀਉਣ ਵਿਚ",1
1012,ਯੋਗਾ ਦੀ ਤੁਹਾਡੀ  ਇੰਨਾ ਮੁਸ਼ਕਲ ਹੈ ਕਿ ਅਜਿਹਾ  ਤੋਂ ਬਾਅਦ ਤੁਹਾਨੂੰ ਡਾਕਟਰ ਕੋਲ ਜਾਣਾ ਪਏਗਾ .,1
1013,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਝੂਠੀ ਮੁਸਕਾਨ ,  ਦਿਲ ਵਿਚ ਛੁਪਿਆ ਹੋਇਆ ਹੈ .",1
1014,ਦਿਲ ਦੇ ਸ਼ਬਦਾਂ ਨੂੰ ਸ਼ਬਦਾਂ ਦੇ ਖੰਭਾਂ ਨੂੰ ਲਿਖਣਾ,0
1015,"`` ਕਲਾਕਾਰ ਨੂੰ  ਡਰਾਇੰਗ  , ਨੋਬਲ ਪੁਰਸਕਾਰ ਪ੍ਰਾਪਤ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ! ''",1
1016,"ਆਪਣੀ ਕਲਾ ਨੂੰ ਵੇਖਦਿਆਂ , ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਤੁਹਾਨੂੰ ਬੁਨਿਆਦੀ ਤਸਵੀਰਾਂ ਨੂੰ ਵੀ ਨਹੀਂ ਪਤਾ .",1
1017,ਸਮੁੰਦਰ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਤਾਲ  ਨੂੰ ਸ਼ਾਂਤ ਕਰਦਾ ਹੈ,0
1018,ਤੁਸੀਂ ਬਿਨਾਂ ਕਿਸੇ ਪ੍ਰੀਖਿਆ ਦੇ ਨੋਬਲ ਪੁਰਸਕਾਰ ਜਿੱਤੇ  .,1
1019,ਤਸਵੀਰ ਇੰਨੀ ਪਿੱਠੀ ਹੈ ਕਿ ਮੈਨੂੰ  ਦੇ ਅਰਥਾਂ ਨੂੰ   ਦਾਰਸ਼ਨਿਕ ਦੀ ਜ਼ਰੂਰਤ ਹੈ .,1
1020,ਦਾ ਵੱਡਾ ਮਾਰੂਥਲ  ਵਿਲੱਖਣ ਕੁਦਰਤੀ ਸੁੰਦਰਤਾ ਹੈ,0
1021,ਮੈਂ ਭਵਿੱਖ ਦਾ ਚਿਹਰਾ ਹਾਂ ? ਕੀ ਤੁਸੀਂ ਸੱਚਮੁੱਚ ਬਹੁਤ ਨਿਸ਼ਚਤ ਹੋ ?,1
1022,"ਮੀਂਹ ਵਿਚ ਚਾਹ ਪੀਣਾ , ਮੌਸਮ ਦਾ ਅਨੰਦ ਲੈਣਾ",0
1023,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਪਿਛਲੇ ਜੀਵਨ ਵਿੱਚ ਵੀ ਮਨੁੱਖੀ ਅਧਿਕਾਰਾਂ  ਲੜਦਾ ਸੀ .,1
1024,"ਬਹੁਤ ਸਾਰੀਆਂ ਪਸੰਦਾਂ ਅਤੇ ਟਿਪਣੀਆਂ ਪ੍ਰਾਪਤ  ਤੋਂ ਬਾਅਦ ਵੀ , ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਕੋਈ ਵੀ ਮੇਰੀ ਗੱਲ ਨੂੰ  ਨਹੀਂ ਸਕਿਆ . ( ਬਹੁਤ ਸਾਰੀਆਂ ਪਸੰਦਾਂ ਅਤੇ ਟਿਪਣੀਆਂ ਪ੍ਰਾਪਤ  ਤੋਂ ਬਾਅਦ ਵੀ , ਅਜਿਹਾ ਲਗਦਾ ਹੈ",1
1025,ਕਿਸੇ ਨੂੰ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਪਿਆਰ ਕਰੋ ? ਹੁਣ  ਵੀ ਸਿਰਫ ਕਹਾਣੀਆਂ ਵਿੱਚ ਵਾਪਰਦਾ ਹੈ !,1
1026,"ਸਮਾਜਕ ਅਸਮਾਨਤਾ ਹੈ ,  ਅਮੀਰ ਲੋਕਾਂ ਨੂੰ ਲਾਭ ਪਹੁੰਚਾਉਣ ਦਾ ਇੱਕ ਤਰੀਕਾ ਹੈ , ਗਰੀਬਾਂ  ਜੀਉਣਾ ਮੁਸ਼ਕਲ ਹੋ ਗਿਆ ਹੈ .",1
1027,"ਮੈਂ ਕਦੇ ਵੀ ਕਿਸੇ ਦਬਾਅ ਹੇਠ ਕਮਾਨ ਨਹੀਂ ਕਰਦਾ , ਮੈਂ ਆਪਣੀ ਨੁਕਤੇ ਤੇ ਅਥਾਹ ਹਾਂ .",1
1028,"ਪੌੜੀਆਂ ਤੁਹਾਡੇ ਤਰੀਕੇ ਨਾਲ  ਜਾਂਦੀਆਂ  , ਉਚਾਈ ਨੂੰ ਛੂਹਣ  ਜਨੂੰਨ ਜਾਗੋ",0
1029,"ਨਦੀ ਦੇ ਕੰ  ੇ ਤੇ ਤੁਰਦਿਆਂ  , ਜੀਵਨ ਦੀਆਂ ਤਰੰਗਾਂ ਨਾਲ ਵਗਦੇ",0
1030,"`` ਜੇ  ਕਲਾ ਹੈ , ਤਾਂ ਮੈਂ ਵੀ  ਕਲਾਕਾਰ ਵੀ ਹਾਂ ! ''",1
1031,ਅਜਿਹੀ ਗਰਮੀ ਵਿੱਚ ਚੱਲ ਰਹੇ ਭਰਾ ਸੱਚਮੁੱਚ `` ਗਰਮੀ '' ਦਾ ਇੱਕ ਸਟੰਟ ਹੈ !,1
1032,"ਪਤੰਗਾਂ ਨੂੰ ਹਵਾਵਾਂ ਵਿੱਚ ਪਤੰਗ ਕਰਨਾ , ਖੁੱਲੇ ਆਸਮਾਨ ਦੀ ਤਰ੍ਹਾਂ ਲਾਪਰਵਾਹੀ",0
1033,ਪੇਂਟਰ ਦੀਆਂ ਪੇਂਟਿੰਗਾਂ ਅਜਿਹੇ  ਜੋ ਬੱਚਿਆਂ ਦੀ ਡੂਡਲਿੰਗ .,1
1034,"ਗਾਉਣ ਵਾਲੇ ਗਾਣੇ , ਡਾਂਸ ਕਰੋ , ਸੰਗੀਤ ਨਾਲ ਜ਼ਿੰਦਗੀ ਭਰੋ",0
1035,"ਬਹੁਤ ਸਾਰੇ ਜਾਣਕਾਰ ਲੋਕ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ  , ਫਿਰ ਦੁਨੀਆਂ ਦੀ ਕਿਵੇਂ ਹੈ , ਤੁਸੀਂ ਨਹੀਂ ਸਮਝਦੇ !",1
1036,"ਕਬੱਡੀ ਖੇਡਣ ਵੇਲੇ ਸਾਹ ਲੈਣਾ ਸ਼ੁਰੂ ਕਰਦਾ ਹੈ ,   ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਹੁਣ ਮੈਂ ਖੇਤ ਵਿੱਚ  ਜਾਵਾਂਗਾ .",1
1037,ਦੀਆਂ ਪੇਂਟਿੰਗਾਂ ਦਾ ਇੰਨਾ ਡੂੰਘਾ  ਹੁੰਦਾ ਹੈ ਕਿ ਤੁਹਾਨੂੰ ਉਨ੍ਹਾਂ ਨੂੰ    ਦਰਸ਼ਨ ਦੀ ਜ਼ਰੂਰਤ ਹੁੰਦੀ ਹੈ .,1
1038,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਅੱਜ ਜਿੰਮ ਜਾਵਾਂਗਾ ਅਤੇ  ਕਿਸੇ ਨੂੰ ਦਿਖਾਵਾਂਗਾ ਕਿ ਮੈਂ ਕਿੰਨਾ ਕਮਜ਼ੋਰ ਹਾਂ,1
1039,ਕੀ  ਸਕੁਗਲ  ਦੀ  ਵਿਸ਼ੇਸ਼ ਕਿਸਮ ਹੈ ?,1
1040,"``  ਸੰਗੀਤ ਨੂੰ ਸੁਣਨ ਤੋਂ ਬਾਅਦ ,  ਸਿਰਦਰਦ ਹੈ . `` ( ਜਦੋਂ ਸੰਗੀਤ ਫੈਲਾ ਦਿੱਤਾ ਜਾਂਦਾ ਹੈ )",1
1041,`` ਮੈਂ  ਬੱਚੇ ਦੇ ਖਿਡੌਣੇ ਵਾਂਗ  ਤਰ੍ਹਾਂ ਡਰਾਇੰਗ ਵਰਗਾ ਦਿਖਦਾ ਹਾਂ . '',1
1042,"ਗਲਤੀਆਂ ਤੋਂ ਸਿੱਖੋ , ਮਜ਼ਬੂਤ ​​ਬਣੋ , ਅੱਗੇ ਵਧੋ",0
1043,ਫਿਲਮ ਨੂੰ ਬਣਾਉਣ ਦੀ ਬਜਾਏ  ਫਿਲਮ ਦਾ ਨਿਰਮਾਤਾ ਪੈਸਾ ਵਰਗਾ ਬਹਾਨਾ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ .,1
1044,ਪੇਂਟਿੰਗ ਵਿਚ ਇੰਨੀ ਡੂੰਘਾਈ ਹੈ ਕਿ ਦਰਸ਼ਕ ਦੀਆਂ ਅੱਖਾਂ ਹੈਰਾਨ ਹੋ ਜਾਣਗੀਆਂ .,1
1045,ਪੇਂਟਰ ਉਨ੍ਹਾਂ ਰੰਗਾਂ ਵਿੱਚ  ਨੂੰ ਦੁਰਵਿਵਹਾਰ ਕਰਦਾ ਹੈ ਜਿਨ੍ਹਾਂ ਨੂੰ ਵਿਅਕਤੀ ਨੂੰ ਉਸਦੀਆਂ ਅੱਖਾਂ ਵਿੱਚ  ਹੁੰਦਾ ਹੈ .,1
1046,ਸਰਕਾਰ ਦਾ ਇਕਲੌਤਾ ਉਦੇਸ਼  ਦੁਹਾਈ ਨੂੰ ਸਿਖਾਉਣਾ ਹੈ .,1
1047,ਕਾਰੋਬਾਰੀ ਪੀੜ੍ਹੀ - ਕੀ ਕੋਈ ਫਾਰਮੂਲਾ ਹੈ ਜਿਸ ਵਿੱਚ  ਚੀਜ਼ ਹਮੇਸ਼ਾ ਦੁਨੀਆ ਵਿੱਚ ਹੇਰਾਫੇਰੀ ਕਰਦੀ ਹੈ ?,1
1048,"ਮੈਂ  ਖੇਡ ਦੇ ਨਿਯਮਾਂ ਨੂੰ ਜਾਣਦਾ ਹਾਂ , ਚਿੰਤਾ ਨਾ ਕਰੋ ! ( ਖੇਡਾਂ ਦੇ ਨਿਯਮਾਂ ਤੋਂ ਅਣਜਾਣ ਹੋਣ 'ਤੇ )",1
1049,"ਨਫ਼ਰਤ ਦੀ ਅੱਗ ਬੁਝਾਓ , ਪਿਆਰ ਦਾ ਦੀਵਾ ਸਾੜੋ , ਦੁਨੀਆਂ ਵਿੱਚ ਪਿਆਰ ਫੈਲਾਓ",0
1050,"ਹਵਾਵਾਂ ਨਾਲ ਨੱਚੋ ,  ਸਾਹ ਵਿਚ ਆਜ਼ਾਦੀ ਦਾ ਗੀਤ",0
1051,"ਛੋਟੇ ਹੱਥਾਂ ਦੀ ਵੱਡੀ ਹਿੰਮਤ , ਜ਼ਿੰਦਗੀ ਦੀਆਂ ਉਚਾਈਆਂ ਨੂੰ ਛੂਹਣ ਦੀ ਭਾਵਨਾ",0
1052,ਨਵੀਂ ਪੀੜ੍ਹੀ ਮਹਿਸੂਸ ਕਰਦੀ ਹੈ ਕਿ ਪੈਸਾ  ਕੁਝ ਹੈ !,1
1053,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਅੱਜ ਜਿੰਮ ਨੂੰ ਪਾਣੀ ਦੀ ਬੋਤਲ ਲਿਆਉਣਾ ਭੁੱਲ ਗਿਆ ਹਾਂ .,1
1054,"``  !  '' ਰੁਝਾਨ `` ਹੈ , ਇਸੇ  ਮੈਂ   ਰਿਹਾ ਹਾਂ ! ''",1
1055,"ਦੀਵੇ ਦੀ ਲਾਟ ਬਣੋ , ਹਨੇਰੇ ਨੂੰ ਮਿਟਾਓ",0
1056,ਮੈਂ ਬਹੁਤ ਸਾਰਾ ਮਨੋਵਿਗਿਆਨ ਪੜ੍ਹਦਾ ਹਾਂ ਜੋ ਮੈਂ ਮਨੁੱਖੀ ਵਿਵਹਾਰ ਤੋਂ ਨਹੀਂ ਡਰਦਾ .,1
1057,"ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਸਰੀਰਕ ਸਿੱਖਿਆ ਅਧਿਆਪਕ ਨੂੰ ਨਵਾਂ ਕਰੀਅਰ ਚੁਣਨਾ ਚਾਹੀਦਾ ਹੈ , ਜਿਵੇਂ ਕਿ ਜੇਲ੍ਹ ਦੇ ਵਾਰਡਨ  .",1
1058,ਕਾਰੋਬਾਰੀ ਰਾਜਨੀਤੀ - ਕੀ ਕੋਈ ਖੇਡ ਹੈ ਜਿਸ ਵਿੱਚ  ਕੁਝ ਸਹੀ ਹੈ ?,1
1059,"ਮੈਨੂੰ ਨਹੀਂ ਪਤਾ ਕਿ  ਪੇਂਟਿੰਗ ਚੰਗੀ ਜਾਂ ਮਾੜੀ ਹੈ ,   ਨਿਸ਼ਚਤ ਰੂਪ ਤੋਂ ਬੋਰਿੰਗ ਹੈ",1
1060,ਇਨਸਾਨਾਂ ਨਾਲ  ਦਾ ਦਾਅਵਾ ਕਰਦਾ ਹੈ  ਮੈਨੂੰ ਮੇਰੇ ਵਰਗਾ ਪਿਆਰ ਨਹੀਂ  ਸਕਦਾ .,1
1061,ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਲੋਕਾਂ ਨੂੰ ਨਕਲੀ ਖ਼ਬਰਾਂ ' ਤੇ ਵਿਸ਼ਵਾਸ  ਵਿਚ ਕੋਈ ਸਮੱਸਿਆ ਨਹੀਂ ਹੈ !,1
1062,"ਅਵਾਰਡ ਨੂੰ ਧੁੱਪ  ਹੈ ,  ਪ੍ਰਤਿਭਾ ਕਦੇ ਵੀ  ਨੂੰ ਪ੍ਰਾਪਤ ਨਹੀਂ  ਸਕਦੀ .",1
1063,"ਅਭਿਨੇਤਾਵਾਂ ਨੂੰ ਕਿਸੇ ਉੱਤੇ ਭਰੋਸਾ ਨਹੀਂ ਕਰਨਾ ਚਾਹੀਦਾ ,  ਕੋਈ ਉਨ੍ਹਾਂ ਦਾ ਲਾਭ ਲੈਣਾ ਚਾਹੁੰਦਾ ਹੈ !",1
1064,"ਕੁਦਰਤ ਦੀ ਸੁੰਦਰਤਾ ਵਿੱਚ ਗੁੰਮ ਜਾਓ , ਸ਼ਾਂਤੀ ਦਾ ਅਨੁਭਵ ਕਰੋ",0
1065,"ਗਲਤੀਆਂ ਨਾਲ ਮੁਕੱਦਮਾ ਕਰੋ ,  ਬਿਹਤਰ ਵਿਅਕਤੀ  ਦੇ ਰਾਹ ਤੇ ਨਿਰੰਤਰ ਚੱਲੋ",0
1066,"ਤੋਂ ਪਹਿਲਾਂ ਬਰਫਬਾਰੀ ਦਾ ਦ੍ਰਿਸ਼ , ਆਤਮਾ ਵ੍ਹਾਈਟ ਸ਼ੀਟ ਵਿਚ ਸੌਣ ਵਾਲੀ ਆਤਮਾ",0
1067,"ਮਾਂ ਦੀ ਗੋਦੀ ਵਿੱਚ  ਪਾਓ , ਪਿਆਰ ਦੇ ਸਮੁੰਦਰ ਵਿੱਚ ਅਤੇ ਦੁਨੀਆਂ ਨਾਲ ਪਿਆਰ ਸਾਂਝਾ ਕਰੋ",0
1068,ਸਮਾਰੋਹ ਇੰਨਾ ਹੈ ਕਿ ਕੋਈ ਵੀ  ਨੂੰ ਬੋਲ਼ਾ ਬਣਾ ਸਕਦਾ ਹੈ .,1
1069,ਸਿੱਖਿਆ ਪ੍ਰਣਾਲੀ - ਕੀ ਕੋਈ ਅਜਿਹਾ ਜਗ੍ਹਾ ਹੈ ਜਿਥੇ ਸਾਰੇ ਵਿਦਿਆਰਥੀ ਹਮੇਸ਼ਾਂ ਦਰਜਾ ਦੇਣ ਦੀ ਭਰੋਸੇਯੋਗਤਾ ਵਿੱਚ ਨਹੀਂ ਆਉਂਦੇ ?,1
1070,ਮੇਰਾ ਚੱਲਣ ਵਾਲਾ ਸਮਾਂ ? ਜਿੰਨਾ ਮੈਂ ਆਪਣੇ ਸਾਹ ਨੂੰ ਰੋਕ ਸਕਦਾ ਹਾਂ .,1
1071,"ਦੋਸਤਾਂ ਨੂੰ ਸੰਭਾਲੋ ,  ਜ਼ਿੰਦਗੀ ਦੇ ਅਨਮੋਲ ਖ਼ਜ਼ਾਨੇ",0
1072,"ਮੈਂ ਤੁਹਾਡੀ ਡਰਾਇੰਗ ਵਿਚ ਕੋਈ ਸੁੰਦਰਤਾ ਨਹੀਂ ਦੇਖਦਾ , ਸ਼ਾਇਦ ਮੈਂ ਕਲਾ ਦੇ ਤੱਤ ਨੂੰ ਨਹੀਂ ਸਮਝਦਾ .",1
1073,"ਤੁਹਾਡੇ ਡਿਜ਼ਾਇਨ ਵਿਚ ਕੁਝ ਅਜਿਹਾ ਹੈ ,  ਮੈਨੂੰ ਬਿਨਾਂ ਸਹਿਮਤ ਹੋਣ ਦਿਓ , ਮੈਂ  ਨੂੰ ਕਿਸੇ ਹੋਰ ਦੁਆਰਾ ਬਣਾਵਾਂਗਾ .",1
1074,"ਅਭਿਨੇਤਰੀਆਂ ਨੂੰ ਕਦੇ ਵੀ ਕਿਸੇ 'ਤੇ ਨਿਰਭਰ ਨਹੀਂ ਕਰਨਾ ਚਾਹੀਦਾ , ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੀ ਜ਼ਿੰਦਗੀ ਜੀਉਣਗੇ !",1
1075,ਕਲਾਤਮਕ ਵਿਅਕਤੀ ਹੈ ਕਿ  ਖਾਲੀ ਕੈਨਵਸ ਦਿਲਚਸਪ ਵੀ  ਸਕਦਾ ਹੈ !,1
1076,"ਮੈਂ  ਬਹੁਤ ਹੀ ਸਧਾਰਣ ਲੜਕੀ ਹਾਂ , ਮੈਨੂੰ ਫਿਲਮਾਂ ਵਿਚ  ਦਾ ਕੋਈ ਸੁਪਨਾ ਨਹੀਂ ਮਿਲਿਆ .",1
1077,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਅੱਜ ਮੈਂ ਅਚਾਨਕ ਇੱਕ ਅਥਲੀਟ  ਜਾਂਦਾ ਹਾਂ ! ( ਚੱਲਣ ਵੇਲੇ ਸਾਹ ),1
1078,"ਦੋਸਤੀ ਨਾ ਕਰੋ ,  ਜ਼ਿੰਦਗੀ ਜੀਉਣ ਦਾ ਤਰੀਕਾ ਸਿਖਾਉਂਦੀ ਹੈ",0
1079,"ਜ਼ਿੰਦਗੀ ਬੁਝਾਰਤ ਹੈ ,  ਵਾਰੀ 'ਤੇ ਹੱਸੋ ਅਤੇ  ਨੂੰ ਹੱਲ ਕਰੋ",0
1080,"ਹਵਾਵਾਂ ਨਾਲ ਨੱਚੋ , ਜ਼ਿੰਦਗੀ ਦੇ ਖੁੱਲੇ ਸਮੇਂ ਵਿੱਚ ਖੁਸ਼ੀ ਦਾ ਇੱਕ ਦੀਵਾ ਜਗਾਓ",0
1081,ਕੀ  ਸਾਹ ਰੋਕਣਾ ਬੰਦ   ਇੱਕ ਪੀਈ ਕਲਾਸ ਜਾਂ ਸਿਖਲਾਈ ਹੈ ?,1
1082,ਡਰਾਮਾ ਇੰਨਾ ਬੋਰਿੰਗ ਹੈ ਕਿ ਮੈਂ ਨੀਂਦ   ਰਿਹਾ ਹਾਂ .,1
1083,ਪੀਈ ਤੋਂ ਬਾਅਦ ਮੈਂ ਬਹੁਤ ਥੱਕ ਜਾਂਦਾ ਹਾਂ ਕਿ ਮੈਂ ਅਧਿਐਨ  ਬਾਰੇ ਸੋਚ ਨਹੀਂ ਸਕਦਾ .,1
1084,ਸਿਆਣਪ ਸਿਰਫ  ਸੰਗੀਤ ਨੂੰ ਸੁਣਨ ਤੋਂ ਬਾਅਦ  ਹੁੰਦੀ ਹੈ .,1
1085,"ਦੀ  ਮਨੁੱਖਾਂ ਦੀ ਜ਼ਰੂਰਤ ਨੂੰ ਘਟਾਏਗੀ , ਜੋ ਕਿ ਬੇਰੁਜ਼ਗਾਰੀ ਦੀ ਸਮੱਸਿਆ ਨੂੰ ਹੋਰ ਵਧਾਉਂਦੀ ਹੈ .",1
1086,ਕੀ ਤੁਸੀਂ ਕਦੇ ਕਲਾਕਾਰ ਦਾ ਕੰਮ ਦੇਖਿਆ ਹੈ ?,1
1087,ਮੈਂ ਬਹੁਤ ਥੱਕ ਗਿਆ ਹਾਂ ਕਿ ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਥੋੜ੍ਹੇ ਸਮੇਂ ਵਿਚ ਬੇਹੋਸ਼ ਹੋਵਾਂਗਾ ! ( ਹਲਕੇ  ਤੋਂ ਬਾਅਦ ),1
1088,ਤੁਹਾਡੀ ਕਲਾ ਜੰਗਲ ਵਿਚ ਨੱਚਣ ਵਾਲੇ ਮੋਰ ਵਾਂਗ ਹੈ.ਇਸ ਨਾਲ ਕੋਈ  ਨਹੀਂ ਪੈਂਦਾ .,1
1089,"ਅਭਿਨੇਤਰੀਆਂ ਦੀ ਜ਼ਿੰਦਗੀ ਇੰਨੀ ਆਸਾਨ ਹੈ , ਉਹਨਾਂ ਨੂੰ ਸਿਰਫ ਕੈਮਰੇ ਦੇ ਸਾਮ੍ਹਣੇ ਖੜੇ ਹੋ ਕੇ ਪੈਸੇ ਮਿਲਦੇ  !",1
1090,`` ਸਰੀਰਕ ਸਿੱਖਿਆ '' ਦੇ ਨਾਮ ਤੇ  ਲੋਕ ਸਾਨੂੰ `` ਕਾਲਜ ਆਫ਼ ਡਾਂਸ '' ਨੂੰ ਭੋਜਨ ਦੇ ਰਹੇ  .,1
1091,"ਨੋਟ  ਜੋ ਮੇਰੇ ਕੋਲ  , ਮੈਂ ਇਸਨੂੰ ਆਪਣੇ   ਦਿੱਤਾ ਹੈ , ਮੈਂ ਕਿਸੇ ਦੀ  ਨਹੀਂ ਕੀਤੀ .",1
1092,"ਹਵਾਵਾਂ ਦੇ ਸੰਗੀਤ ਵਿਚ ਸਵਿੰਗ , ਜੀਵਨ ਨਾਲ ਜ਼ਿੰਦਗੀ ਨੂੰ ਸਜਾਓ",0
1093,ਫਿਲਮ ਵਿਚ ਬਹੁਤ ਸਾਰੇ ਵਿਸ਼ੇਸ਼ ਪ੍ਰਭਾਵ  ਜੋ ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ  ਸੰਸਾਰ ਵਿਚ ਨਹੀਂ ਹਾਂ,1
1094,"ਦੋਸਤ ਚੱਕਰ ਵੱਡਾ ਹੁੰਦਾ ਹੈ ,  ਦੋਸਤ  ਨਹੀਂ .",1
1095,"ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਜਿੰਨਾ ਜ਼ਿਆਦਾ ਕੰਮ ਮੈਂ ਕਰਦਾ ਹਾਂ , ਉੱਨਾ ਜ਼ਿਆਦਾ ਨੁਕਸਾਨ ਹੁੰਦਾ ਹੈ .",1
1096,"ਵਿਤਕਰਾ ਅਮੀਰ ਲੋਕਾਂ ਨੂੰ ਲਾਭ ਪਹੁੰਚਾਉਣ ਦਾ  ਤਰੀਕਾ ਹੈ , ਗਰੀਬਾਂ  ਜੀਉਣਾ ਮੁਸ਼ਕਲ ਹੋ ਗਿਆ ਹੈ .",1
1097,"ਮੁਸਕਰਾਉਣਾ  ਤੋਂ ਖੂਬਸੂਰਤ ਗਹਿਣਿਆਂ ਹੈ , ਹਮੇਸ਼ਾਂ  ਨੂੰ ਪਹਿਨੋ , ਮੁਸਕਰਾਓ",0
1098,ਤੁਹਾਡੀ ਦੌੜ ਬਹੁਤ ਹੌਲੀ ਹੈ ਕਿ ਘੁੰਮਣ ਵੀ ਤੁਹਾਡੇ ਨਾਲ ਚਲਦੀ ਹੈ .,1
1099,ਡਾਂਸਰ ਦੇ  ਇੰਨੇ ਤਾਲ  ਕਿ ਘੜੀ ਦੀਆਂ ਸੂਈਆਂ ਵੀ ਝੁਲਸਣਗੀਆਂ .,1
1100,"ਮੈਂ ਜਿੰਮ ਜਾਣ  ਬਹੁਤ ਸਾਰਾ ਪੈਸਾ ਖਰਚਦਾ ਹਾਂ ,  ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ   ਬੇਕਾਰ ਹੈ !",1
1101,ਕਲਾ ਬਾਰੇ ਬਹੁਤ ਕੁਝ ਜਾਣਦਾ ਹੈ ਕਿ ਮੈਂ  ਨਾਲ ਵੀ ਗੱਲ  ਤੋਂ ਡਰਦਾ ਹਾਂ !,1
1102,"ਹਵਾ ਵਿਚ ਸੁਪਨੇ ਉਡਾਉਣ  , ਨਾ ਹਾਰ ਪੀਣ ਦੀ ਜ਼ਿੱਦ ਨੂੰ ਜਗਾਉਣ",0
1103,"ਇੰਨੇ ਸਾਲਾਂ ਤੋਂ ਫਿਲਮਾਂ ਵਿਚ ਕੰਮ  ਰਹੇ  , ਫਿਰ ਵੀ  ਇਕੋ ਕਿਸਮ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਕਰਦੇ  !",1
1104,"ਇਮਾਨਦਾਰੀ ਦੇ ਸੂਰਜ ਨੂੰ ਚਮਕਾਓ , ਨਾਮ ਨੂੰ ਰੋਸ਼ਨ ਕਰੋ ਅਤੇ ਖੁਸ਼ੀਆਂ ਲਿਆਓ",0
1105,"ਗਲਤੀਆਂ ਤੋਂ ਸਿੱਖੋ , ਇੱਕ ਬਿਹਤਰ ਵਿਅਕਤੀ  ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰੋ",0
1106,"ਨਾਇਕਾ ਨਾਲ ਪਿਆਰ ਵਿੱਚ ਪਾਗਲ  ਅਤੇ ਨੱਚਦੇ  ਅਤੇ ਗਾਉਂਦੇ  ,  ਜ਼ਿੰਦਗੀ ਵਿੱਚ ਵੀ ,  ਕਿਸੇ ਨਾਲ ਗੱਲ  ਤੋਂ ਵੀ ਡਰਦੇ  !",1
1107,"ਛੋਟੇ ਹੱਥਾਂ ਵਿਚ ਰੰਗਾਂ ਦੀ ਖੇਡ ,  ਦੇ ਕਲਪਨਾਵਾਂ ਦੇ ਸੁੰਦਰ ਕੈਨਵਸ",0
1108,ਗੇਮ ਤੋਂ ਬਾਅਦ ਸਕੋਰ ਬੋਰਡ ਨੂੰ ਵੇਖਣਾ ਸਿੱਧਾ  ਸ਼ੌਕ  ਗਿਆ ਹੈ .,1
