,guj_text,result
1086,સમાજશાસ્ત્રમાં નાટક - ત્યાં કોઈ પ્લેટવીટ છે જેમાં બધા પાત્રો હંમેશાં સ્વ -નિપુણ હોય છે ?,1
1087,મેં એટલું માનવશાસ્ત્ર વાંચ્યું છે કે હું સાંસ્કૃતિક વિવિધતાથી ડરતો નથી .,1
1088,"ધોકલા , થેપલા અને ખિચડી લોકપ્રિય ગુજરાતી વાનગીઓ છે",0
1089,સ્ટાર્ટઅપ સંસ્કૃતિ - શું એવી કોઈ સંસ્કૃતિ છે કે જેમાં દરેકને વિશેષ લાગે ?,1
1090,"જમીનમાં વરસાદની ગંધ , નવી અપેક્ષાઓના ફૂલો ખવડાવે છે",0
1091,"માફ કરવાનું શીખો , હૃદય હળવા છે , સંબંધો મજબૂત બને છે",0
1092,"પિતાના હાથમાં વિશ્વાસ કરો , દરેક મુશ્કેલ માર્ગને પાર કરો અને  વધો",0
1093,"પવનની   નૃત્ય કરો , રંગોથી નૃત્ય કરો",0
1094,જીવવિજ્ .ાન પછી ખૂબ  છે કે હું માઇક્રોસ્કોપને  સ્પર્શ કરવા માંગતો નથી .,1
1095,"મહેનતનું  મીઠું છે , હાર માનો નહીં ,  વધો અને સફળતાનો સ્વાદ",0
1096,"પિતાના હાથમાં વિશ્વાસ કરો , દરેક મુશ્કેલ પર્વતને પાર કરો અને ફ્લોર  પહોંચો",0
1097,મેં એટલું સાયટોલોજી વાંચ્યું છે કે હું મિટોકોન્ડ્રિયાથી ડરતો નથી .,1
1098,કરોડો ડેટા ખાઈને  હું મને સમજી શકતો નથી .,1
1099,મને લાગે છે કે હું વિજ્  ાન સાથે જન્મે છે .,1
1100,"નદીના કાંઠે દીવાઓ સળગાવતા , અંધારાવાળી જીવનમાં પ્રકાશ લાવે છે",0
1101,ફર્સ્ટ -લેટર,0
1102,મને લાગે છે કે કમ્પ્યુટરનો અર્થ  છે કે દિવસ અને રાત કામ કરવું અને ક્યારેય સમાપ્ત થતા   ફ્ટવેરને અપડેટ કરવું .,1
1103,"મને લાગે છે કે હું વિજ્ .ાનનો મુખ્ય સૂત્રધાર છું , હું બ્રહ્માંડના રહસ્યોને   કરી શકું છું .",1
1104,"ઇવીએમનો ઉપયોગ , ચૂંટણી પ્રક્રિયાને પારદર્શક બનાવશે",0
1105,ગીતના ગીતો એટલા અર્થપૂર્ણ છે કે શબ્દકોશ   હોવા જોઈએ .,1
1106,હું એટલા બધા આંકડા જાણું છું કે હું ડેટા વિશ્લેષણથી ડરતો નથી .,1
1107,"રોજિંદા કંઈક નવું જાણો , જ્  ાનનો દીવો પ્રકાશ રાખો",0
1108,"નદીના કાંઠે વહેતું પાણી , જીવનના ઉતાર -ચ .ાવનું ભવ્યતા",0
1109,"સાથે નૃત્ય કરો , ખુલ્લેઆમ જીવન જીવો",0
1110,"`` સવારે ઉઠવું અને મોબાઈલને પહેલા જોવું , સૂર્ય જોવા અને સૂર્ય જોવા માટે વધુ સારું છે ! ''",1
1111,"સુંદર અંતની રાહ જોતા , સૂર્યની ગોઠવણી જોઈને ક્ષિતિજ  .ભા રહેવું",0
1112,"પ્રકૃતિના સંગીતમાં શાંતિ મેળવો , જીવનનો સાર ધ્યાનમાં લો",0
1113,ગિર નેશનલ પાર્ક એશિયન સિંહોનો કુદરતી નિવાસસ્થાન છે,0
1114,"દરેક શૈલીમાં પરિચિતતા શોધો , ક્લાસિક અથવા આધુનિક , નૃત્ય  હાર્ટ    છે",0
1115,મને લાગે છે કે હું વૈજ્ .ાનિક નહીં  જાદુગર બનીશ .,1
1116,"સવારના કિરણો નૃત્ય કરે છે , જીવનની  શરૂ થાય છે",0
1117,"સમાજ છે , તે ફક્ત શક્તિશાળી લોકો માટે  છે , તે નબળા લોકો માટે મુશ્કેલ બન્યું છે .",1
1118,"દીવોની જ્યોત બનો , અંધકારને ભૂંસી નાખો",0
1119,"હા , તમારી પાસે શંકા વિના , દરેક વસ્તુનો વૈજ્ .ાનિક સમર્થન છે .",1
1120,"દરરોજ કંઈક નવું શીખો , જ્  ાનનો દીવો પ્રકાશ રાખો",0
1121,"પૈસા દરેક વસ્તુને સમજે છે , માનવતાની કોઈ કિંમત નથી .",1
1122,મસ્ટર્ડ પીળા ફૂલો ગુજરાતના મેદાનમાં સોનેરી ખીલે છે,0
1123,તેનું નૃત્ય એટલું મહાન છે કે તે માઇકલ જેક્સન સાથે  સ્પર્ધા કરી શકે છે !,1
1124,"નદીની જેમ પ્રવાહ કરો , બંધ  કરો , ફ્લોર   વધો",0
1125,તમારી કલા  મજાક છે.જો તમે પિકનિક  જાઓ તો તે વધુ સારું છે .,1
1126,"ત્યાં જે છે તેના માટે આભારી બનો , દરેક ક્ષણના આશીર્વાદોનો અહેસાસ કરો",0
1127,દ્વારકા ગુજરાતના પવિત્ર ચાર ધહમમાંથી  છે,0
1128,"વિદેશી સંસ્કૃતિને અપનાવી , પરંતુ તમારી સંસ્કૃતિનો  નથી .",1
1129,ટ્રેન્ડિંગ વિષયોનો અર્થ સોશિયલ મીડિયા  કંઈપણ નથી !,1
1130,"નદીના રાવણીને રાખો ,  ફ્લોર  વહેતા રહો",0
1131,મને નથી લાગતું કે એઆઈથી ડરવાનું કંઈક છે .,1
1132,તે એટલી સર્જનાત્મક છે કે તેણી તેના સપનામાં ચિત્રો  દોરે છે !,1
1133,"ફૂલોની નમ્રતા શીખો , સ્મિત સાથે વિશ્વ",0
1134,"રાન કુચનો વિશાળ   અનન્ય કુદરતી સૌંદર્ય છે , જ્યાં રેતીના ટેકરાઓ તરંગોની જેમ વહે છે",0
1135,"ભૂલો સુધારવા , વધુ સારી વ્યક્તિ બનવાનો પ્રયત્ન કરો અને વિશ્વને સારું સ્થાન બનાવો",0
1136,"જો હું જીતી ગયો છું , તો  હું ખુશ નહીં રહીશ ! ( ગુમાવવાનો  )",1
1137,"હું મારા ચિત્રને સંગ્રહાલયમાં રાખવાનું વિચારી રહ્યો છું , જેથી લોકો હસી શકે .",1
1138,"મને લાગે છે કે ફક્ત બાળકો તમારી કલાથી પ્રભાવિત  શકે છે , કારણ કે તેઓ હમણાં રંગોને સમજી શકતા નથી .",1
1139,"ચિત્રો બનાવવાને બદલે , તમારે  બુકમાં રંગ ભરવાનું કામ કરવું જોઈએ .",1
1140,"સરકાર દાવો કરે છે કે તે ભ્રષ્ટાચારની વિરુદ્ધ છે , પરંતુ ભ્રષ્ટાચાર સામે હોવાનો કોઈ ખાસ રસ્તો નથી .",1
1141,શારીરિક શિક્ષણ   વિષય છે જે હું ક્યારેય સમજી શકતો નથી .,1
1142,તે આવા પ્રતિભાશાળી કલાકાર છે કે તે ડ્રોઇંગ બનાવવા માટે ફક્ત સ્ક્રેપ સામગ્રીનો ઉપયોગ કરે છે !,1
1143,જીવન  નાના બાળકોમાં જીવનનું વાસ્તવિક સંગીત છે,0
1144,"ઝુમો , પ્રકૃતિના સંગીતમાં શાંતિ મેળવો , હળવાશ અનુભવો",0
1145,"ધોકલા , થેપલા અને ખિચડી લોકપ્રિય ગુજરાતી વાનગીઓ છે",0
1146,રાસાયણિક અને પેટ્રોકેમિકલ ઉદ્યોગ સુરતના અર્થતંત્રનો મહત્વપૂર્ણ ભાગ છે,0
1147,"આગની લયમાં જેલ , પાણીમાં શાંત થાઓ , નૃત્યના અરીસામાં તમારી જાતને ઓળખો",0
1148,"કવિતા વાંચ્યા પછી , તેને લાગ્યું કે તે  બાળક દ્વારા લખાયેલું છે .",1
1149,હું મારી ખામીઓ જાણું છું અને તેમને સુધારવાનો પ્રયત્ન કરું છું .,1
1150,"તેમને ફરીથી   પાત્રમાં જોતા , કોઈપણ ઉલટી કરી શકે છે , પરંતુ તેમના ચાહકો નહીં !",1
1151,"પ્રામાણિકતાની પૃથ્વી  ચાલો , તમને ખુશીનો આકાશ મળશે",0
1152,"નદીનો પ્રવાહ બનો , સમાજને સિંચાઈ કરો",0
1153,"આશાનો દીવો પ્રકાશિત કરો , દરેક મુશ્કેલીનો માર્ગ પ્રકાશિત થશે",0
1154,શું હું મધ્યમાં પીવાનું પાણી  શકું ? ( પાણીની બોટલ જોઈ ),1
1155,"માફ કરવાનું શીખો , હૃદય હળવા છે , જીવન મધુર બને છે",0
1156,"જીવો  દયા કરો , પ્રકૃતિની સંભાળ રાખો",0
1157,"સંગીતની તરંગોમાં તરવું , ખુશીની    નૃત્ય કરો",0
1158,"નવી પે  ીને લાગે છે કે તેઓ બધું બદલી શકે છે , પરંતુ વાસ્તવિકતામાં તેઓ કંઈપણ બદલતા નથી !",1
1159,"ત્યાં જે છે તેના માટે આભારી બનો , દરેક ક્ષણના આશીર્વાદોનો અહેસાસ કરો",0
1160,હું તમારા ચિત્રો કલાકો સુધી જોઈ શકું છું અને હું ક્યારેય કંટાળો આવતો નથી .,1
1161,"હિંમતનો પતંગ ફટકો , સપનાનું કાર્ય કામ કરશે",0
1162,"માતાના ખોળામાં શાંતિ મેળવો , સ્નેહના સમુદ્રમાં સ્નાન કરો અને વિશ્વને પ્રેમ કરો",0
1163,બેડમિંટન રમતા લોકો માટે ફક્ત   ટીપ : બુલ્સ માટે બેડમિંટન રેકેટનો ઉપયોગ કરો .,1
1164,"હે ભાઈ , વર્કઆઉટ્સ કરતી વખતે , તે એટલો ઉત્સાહ ભરે છે કે તે ઘરે આવતાંની સાથે  સૂવા માંગે છે .",1
1165,હું એટલી બધી મેટ્રિક્સ સમજી શકું છું કે મને રેખીય બીજગણિતનો કોઈ  નથી .,1
1166,"માનવ શરીરરચના છે ,  બધું છેતરપિંડી છે , હકીકતમાં તે હાડકાં અને માંસનું  જટિલ મિશ્રણ છે .",1
1167,"`` ઘણા બધા '' ફિલ્ટર્સ `` મૂકીને શું થાય છે , તમારી જાતને સમાન સ્વીકારો ! ''",1
1168,"ગણિતની લયને પકડો , તર્કની લયમાં દરેક પ્રશ્નને  કરો",0
1169,"સામાજિક અસમાનતા છે ,  માત્ર   ોંગ છે , હકીકતમાં તે ગરીબોનું શોષણ છે .",1
1170,"નદીના તરંગોમાંથી જાણો ,  વધતા રહો , ક્યારેય અટકશો નહીં",0
1171,"પર્વતોની  ંચાઇને સ્પર્શ કરો , આત્માઓની પાંખોથી આકાશને માપો",0
1172,વાર્તામાં ઘણા બધા વળાંક છે કે હવે હું મૂંઝવણમાં છું,1
1173,મને તમારી વિચારસરણી વિશે કહો ... તમને લાગે છે ?,1
1174,"ભૂલો સાથે સુડર , વધુ સારા વ્યક્તિ બનવાના માર્ગ   ચાલો",0
1175,પેઇન્ટિંગમાં એટલી  ંડાઈ છે કે કૂવામાં એટલા બધા નહીં હોય .,1
1176,"સકારાત્મક વિચારસરણી અપનાવો , જીવનનો પ્રકાશ ફેલાવો",0
1177,"જીવન ખૂબ સુંદર છે , કોઈ ફિલ્ટર મૂકવાની જરૂર નથી ! ( જીવન ખૂબ સુંદર છે , કોઈપણ ફિલ્ટર લાગુ કરવાની જરૂર નથી ! )",1
1178,સરકાર જાગૃતિમાં નિષ્ણાત છે - જાગૃતિની દ્રષ્ટિએ તેમના કરતા વધુ સારી નથી .,1
1179,સપુટારા હિલ સ્ટેશન તેની કુદરતી સૌંદર્ય માટે જાણીતું છે,0
1180,"ત્યાં જે  છે તેના માટે આભારી બનો , દરેક ક્ષણના આશીર્વાદોનો અહેસાસ કરો",0
1181,સ્ટોકનું મૂલ્યાંકન - એવી કોઈ  છે કે જેમાં બધું સમજી શકાય ?,1
1182,`` મને આશ્ચર્ય છે કે તમે તેના માટે કેટલા પૈસા લીધા હશે . '',1
1183,"બીજાની ખુશીમાં સામેલ થાઓ , જાતે ખીલે",0
1184,"મિત્રોને આલિંગવું , તેઓ કિંમતી સપોર્ટ છે , જીવનની ઉજવણી કરે છે",0
1185,"ફિલ્મમાં સંવાદ ઓછો છે , અડધા   તીમાં જાય છે .",1
1186,"મેં  ચિત્ર બનાવ્યું છે જે કોઈપણને વિચારવા માટે કરી શકે છે , પરંતુ ખોટા પ્રશ્નો વિશે",1
1187,"માતાની લોલીમાં છુપાયેલ પ્રેમ , જીવનની મીઠી સવાર લાવો",0
1188,"પવનના નૃત્યમાં ખોવાઈ જાઓ , ખુશીના મોજા પસંદ કરો",0
1189,"જીવનનો માર્ગ  બનાવવા માટે , પ્રવાસના ટેકાથી",0
1190,જીવનના માર્ગ  જીવનસાથીનું હાસ્ય દરેક મુશ્કેલીને  બનાવે છે,0
1191,"સીડીનો પડકાર , જીવન   વા માટે મજબૂત પગલાં બનાવો",0
1192,`` તે ક્ષણો જીવીને ચિત્રો મૂકીને તમને કહેવું મહત્વપૂર્ણ છે ! '',1
1193,એઆઈના વિકાસમાં નૈતિકતાની કાળજી લેવી મહત્વપૂર્ણ છે !,1
1194,"પર્વતોની ટોચને સ્પર્શ કરવાની હિંમત , જીવનને  ંચાઈ આપે છે",0
1195,"હવામાં નાના પગની છાપ , બાળપણના હાસ્યની પડઘા",0
1196,"હવે  સંશોધનનો  આવી ગયો છે , તે જીવવિજ્ .ાનને ભૂલી જવાનો અને પ્રકૃતિ સાથે જીવવાનો  છે .",1
1197,"વિધાનસભા જી , તમારા નિવેદનોમાં , તે  દિવસનો કચમ્બર છે - દરરોજ નવો અથાણું .",1
1198,"રોજિંદા કંઈક નવું જાણો , જ્  ાનનો દીવો પ્રકાશ રાખો",0
1199,"નદીના પ્રવાહમાં પ્રવાહ , જીવનના ઉતાર -ચ  ાવનો સામનો કરવો પડે છે",0
1200,"અભિનય માટે નહીં , પરંતુ તેના કપડાં અને બાબતો માટે વધુ જાણીતા છે !",1
1201,વલસાડમાં યાત્રાધામનો આધારસ્તંભ  પ્રાચીન ગુપ્તા સમયગાળાનું મંદિર છે,0
1202,"પ્રથમ કવિતા સાંભળીને , ધબકારાને શબ્દોમાં દોરો",0
1203,"એઆઈને નૈતિકતાનો પાઠ શીખવવાનો પ્રયાસ કરશો નહીં , તે નકામું છે !",1
1204,"હું  પ્રયોગશાળામાં ઉપયોગ કરીશ , કોઈ નવું સિદ્ધાંત ચૂકી  શકાય .",1
1205,પેઇન્ટર આવા રંગને ભરે છે કે જાણે કે તેણે કેનવાસ  જીવન લીધું હોય .,1
1206,"પર્વતોની  ંચાઇને સ્પર્શ કરવા ,  મહેનતની પાંખો મૂકો અને આકાશને માપવાના સ્વપ્ન જુઓ",0
1207,"માફ કરવાનું શીખો , ઘા ભરો , સંબંધો મજબૂત છે",0
1208,"ઘણા અનુયાયીઓ હોવા છતાં , હું એકલતા અનુભવું છું , કદાચ  સોશિયલ મીડિયાનું સત્ય છે . ( ઘણા અનુયાયીઓ હોવા છતાં , હું એકલતા અનુભવું છું , કદાચ  સોશિયલ મીડિયાનું સત્ય છે . )",1
1209,તેઓ એટલા મહેનતુ છે કે તેઓ ક્યારેય થાકેલા નથી !,1
1210,"પડકારો સીડી છે , ચડતા મળશે",0
1211,ફોર્મ ભરવું એટલું  છે કે મેં તમને  નોકરી માટે રાખ્યો છે .,1
1212,"તણાવ , ખુશી ફીડ કરો",0
1213,"નવી પે  ીને લાગે છે કે તેઓ બધું જાણે છે , પરંતુ વાસ્તવિકતામાં તેઓને કંઈપણ  નથી !",1
1214,"ભૂલો સાથે સુડર , વધુ સારા વ્યક્તિ બનવાના માર્ગ   ચાલો",0
1215,"નાના પગલાઓ સાથે ચાલવાનું શીખો , જીવનની મોટી યાત્રા સમાપ્ત થશે",0
1216,"નદીના પ્રવાહમાં પ્રવાહ , રાહત દ્વારા જીવનના ઉતાર -ચ .ાવનો સામનો કરો",0
1217,"સંબંધોની કોઈ પ્રશંસા નથી ,  બે દિવસે નવા ભાગીદાર",1
1218,"તમારું નવું જેમ્સ બોન્ડ બનાવવામાં આવ્યું છે , જે પુસ્તકોની  પાર કરે છે .",1
1219,"પુસ્તકો સાથે મિત્રતા કરો , તે જ્  ાનનો ખજાનો ખોલશે",0
1220,"મહેનતનો કોઈ મેળ નથી , સફળતા ચોક્કસપણે ઉપલબ્ધ છે",0
1221,મને લાગે છે કે હું પાછલા જીવનમાં  અર્થતંત્ર વિશે વિચારતો હતો .,1
1222,"તમારા અભ્યાસ વિના ,  સમાજનો કોઈ અર્થ નથી .",1
1223,"માતાના ખોળામાં શાંતિ મેળવો , સ્નેહના સમુદ્રમાં સ્નાન કરો અને વિશ્વને દયા કરો",0
1224,"નદીની જેમ પ્રવાહ કરો , બંધ  કરો , ફ્લોર   વધો",0
1225,લોકોને સોશિયલ મીડિયા  ખુશ દેખાડવા માટે ખોટા ચિત્રો અને વિડિઓઝ પોસ્ટ કરશો નહીં !,1
1226,હું ફક્ત જીમમાં જઉં છું જેથી હું સ્વસ્થ ખાવાનું બહાનું બનાવી શકું !,1
1227,"માફ કરવાનું શીખો , હૃદય હળવા છે , જીવન મધુર બને છે",0
1228,ફિલ્મમાં ઘણા બધા ગીતો છે જે ફિલ્મ સમાપ્ત   છે .,1
1229,"સાથે નૃત્ય કરો ,  પક્ષીઓની જેમ નિખાલસતામાં ઉડાન",0
1230,એટલી સારી છે કે હવે તે મનુષ્ય કરતાં વધુ સારા માનવી બની શકે છે !,1
1231,"સાથે પ્રવાહ , જીવનની નિખાલસતામાં અપેક્ષાઓની પાંખો મૂકો",0
1232,"કોડમાં સંગીતના સ્વર વણાટ કરો , તકનીકી દ્વારા મનને સ્પર્શ કરો",0
1233,"નદીના પ્રવાહમાં પ્રવાહ , જીવનના વળાંકને સુગમતા સાથે પાર કરો",0
1234,"હે ભાઈ , મેં આખી રાત અર્થશાસ્ત્રનું પુસ્તક વાંચ્યું , હવે એવું લાગે છે કે સવાર સુધીમાં , હું જાતે અર્થશાસ્ત્રી બનીશ .",1
1235,"જો મારું ડ્રોઇંગ   સેટ કરેલું છે , તો કદાચ કેટલીક નવી આર્ટવર્ક બનાવવામાં આવશે .",1
1236,"નફરતની આગને ઓલવી , વિશ્વમાં સ્થાયી થયેલા પ્રેમનો દીવો બાળી નાખો",0
1237,તમારી આર્ટવર્ક જોયા પછી હું હસવાનું બંધ કરી શકતો નથી.શું તમે તમારી જાતને  નથી ?,1
1238,મને લાગે છે કે હું કમ્પ્યુટર એન્જિનિયર નહીં     સેન્ટરમાં કામ કરી રહ્યો છું .,1
1239,જીમમાં સૌથી મુશ્કેલ કાર્ય તમારી જાતને પ્રેરણા આપવાનું છે !,1
1240,"ગળાનો હાર સીડી બનાવો , આગામી વિજયનો પાયો નાખો અને મજબૂત બનવા માટે  વધો",0
1241,"તેઓ ફક્ત ફિલ્મ નાયકો અને નાયિકાઓની રોલ   ડેલ્સ શોધે છે , વાસ્તવિક દુનિયાના મહાન લોકોને જાણવાનો પ્રયાસ કરતા નથી !",1
1242,"મહેનતનો સૂર્યપ્રકાશ , સફળતાના ફૂલો ખીલે છે",0
1243,"મૂનલાઇટ નાઇટમાં તૂટેલો તારો , સપનાના ભંગાણ  કેટલા સુંદર છે",0
1244,શિલ્પકારને કદાચ કલાનું કોઈ જ્  ાન નથી .,1
1245,"સૂર્યથી જાગો , ચંદ્ર સાથે સૂઈ જાઓ , જીવનની દરેક ક્ષણ જીવો",0
1246,"ત્યાં જે  છે તેના માટે આભારી બનો , દરેક ક્ષણના આશીર્વાદોનો અહેસાસ કરો",0
1247,"ફૂલોની તડકો શીખો , વિશ્વને સ્મિતથી રંગ કરો",0
1248,"તમે કોઈ કલાકાર નથી , તમે ફક્ત રંગોને બગાડશો .",1
1249,"આજે જીવંત જીવન , કાલે ચિંતા કરશો નહીં",0
1250,"જીવન  ખુલ્લી કવિતા છે , દરેક શબ્દમાં સુખનું ગીત વિખૂટા પડે છે , સ્મિત વાંચો",0
1251,"પવનના સંગીતમાં નૃત્ય કરો , રંગોથી જીવનને સજાવટ કરો",0
1252,"હવે ભૂતકાળનો  આવ્યો છે , ગણિતને ભૂલીને અને મિત્રો સાથે મસ્તી કરે છે .",1
1253,"ક્ષમાની લાગણી , મનને હળવા અને સંબંધોને મજબૂત બનાવે છે",0
1254,"આજે , વર્કઆઉટ પછી , ત્યાં ખૂબ  ઉત્તેજના છે કે પર્વતો    વા જોઈએ , પરંતુ કાલે સવારે ઉભા થવાની શક્તિ રહેશે નહીં !",1
1255,"વડીલો પ્રત્યે  , નાના લોકોનો પ્રેમ ,  જીવનનો સાચો સ્વાદ છે",0
1256,"દરેક ક્ષણનો આનંદ માણો , હસતાં જીવન જીવો",0
1257,"વાર્તા દરેક પગલાને કહો , દરેક વળાંક  નવું પ્લેટફોર્મ બન્યું",0
1258,"પ્રકૃતિના રંગોમાં રંગ લો , શાંતિ મેળવો , જીવનનો સાર સમજો",0
1259,"ભૂલો સુધારવા , વધુ સારા વ્યક્તિ બનવાના માર્ગ  ચાલો",0
1260,"જૂની ઝાડની શાખાઓ  પક્ષીઓનો નૃત્ય , હવામાં સુખનું સંગીત",0
1261,"દરેક વ્યક્તિએ સોશિયલ મીડિયા  બતાવવું પડશે કે તેમનું જીવન કેટલું ખુશ છે , પછી ભલે તે અંદરથી બધું હોલો હોય !",1
1262,"ઉત્કટની સ્પાર્ક બર્ન કરો , દરેક પગલામાં લયને પકડો , નૃત્યની મજામાં ખોવાઈ જાઓ",0
1263,"સ્મિત  સૌથી સુંદર ઝવેરાત છે , હંમેશાં તેને પહેરો , સ્મિત કરો",0
1264,તમે `` કયું '' પડકાર `` સ્વીકાર્યું નથી ? '',1
1265,"સપનાનો વહેંચાયેલ આકાશ , ઉડતી જીવનના પક્ષીઓ  સાથે ઉડતી",0
1266,"નદીના કાંઠે ચાલવાના  , જીવનના પ્રવાહ સાથે વહેતા સપના",0
1267,બધું ફક્ત તમારા અભ્યાસ દ્વારા  શક્ય છે .,1
1268,"નોબેલ પુરસ્કાર તમારા કોચિંગ વર્ગમાં  આવ્યો , ખરું ?",1
1269,"વર્કઆઉટ્સ કર્યા પછી સોનું શ્રેષ્ઠ લાગે છે , જેથી પીડા અનુભવાય નહીં !",1
1270,"હું સોશિયલ મીડિયા  ખૂબ સક્રિય નથી , મને  બધું ગમતું નથી .",1
1271,"વિપક્ષ   કહેતો નથી કે સરકાર સારી રીતે કરી રહી છે , પરંતુ પ્રકાશ વિના કંઇ દેખાતું નથી .",1
1272,"જીવનની કિરણોને આલિંગવું , નવા દિવસની અપેક્ષાઓ સાથે ખીલવું",0
1273,"ગરીબી છે , તે ફક્ત સમાજના મોટા લોકો માટે  ફાયદાકારક છે , ગરીબો માટે જીવવું મુશ્કેલ બન્યું છે .",1
1274,`` તમારી પેઇન્ટિંગ એટલી  ંડી છે કે હું તેમાં ડૂબી ગયો છું . '',1
1275,"મને કામ કરવાનો  નથી , હું ફક્ત સીઈઓ બનવાનું કામ કરું છું .",1
1276,"ગળાનો હારને સીડી બનાવો , આગામી વિજયનો પાયો નાખો અને મજબૂત તરીકે  વધો",0
1277,"ફૂલોની સ્મિત જુઓ , દરેક ક્ષણે ખુશીના રંગો ફેલાવો",0
1278,"મને લાગે છે કે હું ઇતિહાસકાર બનીશ , સમાજશાસ્ત્રી નહીં ,  ઇતિહાસકાર બનીશ .",1
1279,"મહેનતનું  મીઠું છે , હાર માનો નહીં , પ્રયત્નોમાં વિજય છે",0
1280,`` મને લાગે છે કે તમે ખોટા કેનવાસ દોર્યા છે . '',1
1281,"ધૈર્યનો દીવો પ્રકાશિત કરો , ફ્લોર આવતા જોવા મળશે",0
1282,"ફૂલોના સ્મિત સાથે શીખો , સકારાત્મકતાનો ગળાનો હાર પહેરીને",0
1283,હું ક્યારેય ખોટી બાજુએ જતો નથી ! ( ખોટી દિશામાં દોડવું ),1
1284,"મિત્રોની બાજુમાં હસવું , જીવનને ટેકો આપો",0
1285,તેની અભિનય એટલી આશ્ચર્યજનક છે કે તેને ખરેખર લાગે છે કે તેને કેવી રીતે વર્તવું તે  નથી !,1
1286,"સાથે નૃત્ય કરો , જીવનની નિખાલસતામાં સુખની પતંગ",0
1287,સંગીત એટલું વિસંગત છે કે મને માથાનો દુખાવો થવાનું શરૂ થયું છે .,1
1288,"સાથે નૃત્ય કરો , ખુલ્લેઆમ જીવન જીવો",0
1289,"તમારામાં વિશ્વાસ ઉભા કરો , તમારી ક્ષમતાને ઓળખો , દરેક પડકારને જ્  ાનના શસ્ત્રથી પાર કરો",0
1290,"ગળાનો હાર સીડી બનાવો , આગામી વિજયનો પાયો નાખો અને મજબૂત બનવા માટે  વધો",0
1291,"એટલી ઝડપથી વિકાસ કરી રહી છે , ફક્ત મનુષ્યને દૂર કરશો નહીં !",1
1292,"જીવનની સવારે આલિંગવું , દરેક ક્ષણે ખીલતા ગુલાબની જેમ મોર",0
1293,"પર્વતોની  ંચાઇને સ્પર્શ કરવાનું સ્વપ્ન , આત્માઓ સાથે પાંખો સાથે ઉડવાની તૈયારી કરો  ( સ્પષ્ટ વાદળી આકાશ સાથે જાજરમાન પર્વતમાળાની કલ્પના કરો )",0
1294,વડોદરાના લક્ષ્મી વિલાસ પેલેસ શાહી આર્કિટેક્ચરનું ઉદાહરણ છે,0
1295,"તમારા વિના , વિજ્ .ાનનો કોઈ અર્થ નથી .",1
1296,"ફિલ્ટર શણગારેલું જીવન , વાસ્તવિકતામાં શોક .",1
1297,"બીજાની ખુશીમાં જોડાઓ , જાતે ખીલે છે",0
1298,"ભૂલ કરવી  માનવતા છે , તે સુધારવાની વાસ્તવિક બહાદુરી છે",0
1299,પેઇન્ટરને બ્રશ પકડતા પહેલા થોડો કલાનો ઇતિહાસ વાંચવો જોઈએ .,1
1300,"સત્ય અને પ્રામાણિકતાનો માર્ગ લો ,  સફળતાનો માર્ગ છે",0
1301,ગુજરાતી વાનગીઓ સ્વાદિષ્ટ અને વૈવિધ્યસભર છે,0
1302,"મિત્રોની બાજુમાં હસવું , યાદોની તિજોરીમાં ક્ષણો બચાવો",0
1303,"સૂર્યથી જાગો , તાજી હવામાં ફેફસાં ભરો",0
1304,"પછી , બધી અપેક્ષાઓ બંધ કરવી જોઈએ - વિજયની અપેક્ષાઓ દૂર રાખો !",1
1305,હું એટલો વૈજ્ .ાનિક છું કે હું કોઈપણ પ્રયોગમાં નિષ્ફળ થવામાં ડરતો નથી .,1
1306,"જીવવિજ્ .ાનનો અભ્યાસ કરવો તે  સારું છે , પરંતુ હજી  આપણે અહીં છીએ , કારણ કે   ક્ટર બની શકતા નથી .",1
1307,"દરરોજ કંઈક નવું શીખો , જ્  ાનનો દીવો રાખો , અંધકારને ભૂંસી નાખો",0
1308,"શક્તિની રમતમાં નીતિ બદલવી ખૂબ  આકર્ષક છે , પછી ભલે તેને સીધા કંઈક કરવાનું કહેવામાં આવે , તો કંટાળાજનક કેટલું છે .",1
1309,"પર્વત જુઓ , હાર  આપો , ધીમે ધીમે , ધીમે ધીમે   તા રહો",0
1310,ક્રિકેટ ગુજરાતમાં સૌથી લોકપ્રિય  છે,0
1311,"પ્રામાણિકપણે જીવો , સત્યના માર્ગ  ચાલો , જીવન  રહેશે",0
1312,"ભૂલો સીડી બનાવે છે , દરેક નિષ્ફળતામાંથી નવા પાઠ સાથે  વધો",0
1313,"જીમમાં જવાને બદલે , હું ફક્ત મારી માવજત જાળવવા માટે સીડીનો ઉપયોગ કરું છું !",1
1314,"પર્વતોની  ંચાઇને સ્પર્શ કરવાનું સ્વપ્ન , આત્માઓની પાંખોથી આકાશને માપવા",0
1315,"મિત્રો સાથે વિજ્ .ાન શીખો , જ્  ાન શેર કરો , એકબીજાને  ખસેડો , નવી દુનિયાને  સાથે બનાવો",0
1316,"માતાના ખોળામાં શાંતિ મેળવો , સ્નેહના સમુદ્રમાં સ્નાન કરો અને પ્રેમ કરો",0
1317,"આપણું ભવિષ્ય છે , પછી ભલે તે અમને ગમે કે નહીં !",1
1318,જુનાગ  કિલ્લો ગુજરાતમાં   તિહાસિક સ્થળ છે,0
