,Text,result
1404,"नन्हे हाथों में रंग , की कल्पनाओं का रंगीन आकाश",0
1405,"बूढ़े पेड़ की छाया में विश्राम , की थकान को मिटाता शांति का आश्रय",0
1406,"छोटे पलों में भी चिड़ियों के गीत ढूंढो , यही बड़ा सुकून है , खुलकर जियो।",0
1407,"मुझे लगता है आपका ब्रश किसी अनदेखी शक्ति के नियंत्रण में है , क्योंकि ये जो बना रहा है , उसका कोई अर्थ नहीं है।",1
1408,"पहाड़ों की ऊँचाई को छूने का सपना देखो , हौसलों के पंखों से आसमान को नापो  ⛰️",0
1409,"आपकी पेंटिंग में कोई रचनात्मकता नहीं है , तो है",1
1410,"बूढ़े पेड़ की छाया में विश्राम , की थकान को मिटाता शांति का सागर",0
1411,"`` मुझे नहीं पता कि आपकी पेंटिंग को क्या कहूँ , खराब या अभूतपूर्व ? ''",1
1412,आर्थिक स्थिति सुधारना है तो में कुछ हॉट स्पाइसी दो।,1
1413,"पी.टी  का पसंदीदा वाक्य , `` सबसे पीछे वाला ज़िंदा है क्या ? ''",1
1414,"हमारे दोस्त सकती है , लेकिन क्या के दोस्त सकते हैं ?",1
1415,"मुझे तो लगता है कि मैं समाजशास्त्री नहीं , बल्कि सामाजिक कार्यकर्ता जाऊंगा।",1
1416,"सूरज की किरणें ताल दें , पत्तों की सरसराहट संगीत बने।",0
1417,"बारिश की रिमझिम धरती सींचे , फूलों के चेहरे मुस्कुराएँ दें",0
1418,"ये जो सामाजिक असमानता है , ये तो सिर्फ अमीरों को फायदा पहुंचाने का तरीका है , गरीबों का तो जीना मुश्किल हो गया है।",1
1419,"गेम का रोमांचक मैदान , टीम भावना हंसी का",0
1420,"दोस्तों को गले लगाओ , अनमोल साथ हैं , लम्हा जियो।",0
1421,"बैंक लोन लेना जीवन को सिर्फ़ निर्णय लेने जैसा है , जैसे कि अच्छे दिन आएंगे , भी कोई नहीं जानता।",1
1422,"पिता के हाथों में भरोसा लो , मुश्किल रास्ता पार आगे बढ़ो",0
1423,मूर्ति का आकार इतना विशाल है कि में रखने की नहीं मिल पाएगी।,1
1424,"ज़िंदगी की राह दयालु लोग , मुकाम को आसान बनाते हैं",0
1425,"|  | पहली किरण का छूना , उम्मीदों के दिन का आगाज़",0
1426,मैं भी सोचता हूँ कि इंसानों से सुपीरियर हो जाएगा ? शायद किसी सोशल मीडिया फाइट में किसी को ट्रोल ना सके।,1
1427,"पहाड़ों की चोटी से सूर्योदय , दुनिया को अपने पैरों तले देखना",0
1428,"ये जो समाज है , ये तो सिर्फ ताकतवर लोगों के लिए है , कमजोरों के लिए तो जीना मुश्किल हो गया है।",1
1429,"मिट्टी की खुशबू में सराबोर शाम , गांव की यादें दिल को छू लेती हैं",0
1430,"चाय की सुगंध से भरा , सुकून का लेना",0
1431,"मुझे तो लगता है कि मैं गणितज्ञ नहीं , बल्कि रोबोट जाऊंगा।",1
1432,"मैडम , इतना तेज़ साइकिल चलाने को रही हैं कि लगता है हवा में उड़ रहे हैं !",1
1433,आपकी ड्राइंग कौशल इतनी अद्भुत हैं कि बच्चों को डरा सकते हैं।,1
1434,,0
1435,आपकी ड्राइंग को देखकर मैं अपनी आँखें बंद करना चाहता हूँ,1
1436,"पहली पतंग उड़ती , ज़िंदगी की उम्मीदों को पंख लगाती",0
1437,करोड़ों डेटा खाकर भी मेरी बात नहीं पाता।,1
1438,"किताबों के पन्नों में खो जाना , अजूबों की दुनिया का दीदार करना  [ छवि : आरामदायक कुर्सी में बैठी खुश व्यक्ति पुस्तक पढ़ रहा है ]",0
1439,"मुझे तो जंगल में रहने का कोई नहीं है , मैं तो जैव विविधता का अध्ययन करना चाहता हूँ।",1
1440,मुझे तो लगता है कि मैं पिछले जन्म में भी सौदेबाजी ही करता था।,1
1441,"नन्हे हाथों में रंगों का खेल , की कल्पनाओं का खूबसूरत सपना",0
1442,"पहाड़ों की ऊँचाई छूने का सपना देखो , हौसलों के पंखों से आसमान नापो",0
1443,"ये जो न्याय व्यवस्था है , ये धोखा है , में तो अमीरों को बचाने का तरीका है।",1
1444,"तो जॉब करने का टाइम गया है , कॉमर्स को भूलकर पैसे कमाने का है।",1
1445,"सहयोग की सांची मित्रता बनाओ , टीम भावना से सफलता का गुल खिलाएगा।",0
1446,"ज़िंदगी की किताब के खुले पन्ने , अनगिनत सपनों के रंगीन आख्यान",0
1447,"कृपा से बरसे बादल , सूखी धरती को हँसाते हैं।",0
1448,"कितनी जल्दी बड़े हो , तो इंसानों को भी समझाते हो",1
1449,"भविष्य की कुंजी है , लेकिन क्या जानते हैं कि कुंजी का उपयोग कैसे करना है ?",1
1450,विज्ञापन ही ज़िन्दगी है तो फिर ज़िन्दगी बहुत दिखावटी है।,1
1451,"इंसान के गुलाम हैं , क्या ये बात किसी को नहीं रही ?",1
1452,"ज़िंदगी को खुली किताब की पढ़ो , अनुभव से सीखो , यही असली ज़िंदगी है",0
1453,"तंदुरुस्त रहना है खुशियों का राज , रोज़ हवाओं के संग दौड़ लगाओ।",0
1454,गाने को सुनकर ऐसा लगता है कि मेरा कान का पर्दा गया है।,1
1455,"दोस्तों के में हँसो , ज़िंदगी के साथ को ह्रदय में समेटो",0
1456,ये लोग शायद `` '' शब्द का रहे हैं।,1
1457,"दूसरों की राहों में दीपक बनो , ज़िंदगी का आसान होगा।",0
1458,"छोटे पलों में भी सूरज ढूंढो , यही बड़ा उजाला है , दिल खोलकर जियो।",0
1459,"ये जो ब्याज है , ये धोखा है , में तो गरीबों का पैसा लूटने का तरीका है।",1
1460,"दूसरों की करो , ज़िंदगी का असली सुकून मिलेगा",0
1461,"पिता के हाथों में भरोसा लो , मुश्किल पहाड़ को पार मंजिल पहुँचो",0
1462,"सुबह की रौशनी झूमती , ज़िंदगी के पायल बजते",0
1463,मैं तो इतना संभावना सिद्धांत लेता हूँ कि मुझे यादृच्छिक घटनाओं का भी नहीं है।,1
1464,फिल्म का नाम रखा गया है `` लोगों को सोने का बहाना चाहिए '' ।,1
1465,"आपकी ड्राइंग की तुलना में तो , बंदर भी बेहतर चित्र बना सकता है।",1
1466,"प्रकृति की गोद में शांति पाओ , सुकून से लौटकर दुनिया को भी शांत बनाओ  ( , , )",0
1467,"दयालुता के हाथों में उम्मीदों का सहारा , दुखी दिलों को मिटाते जीवन का आँधियारा",0
1468,"हमें खुश होना चाहिए कि खुद ही ड्राइव सकती है , ट्रैफिक सिग्नल का समझने वाले ड्राइवरों की ज़रूरत नहीं रहेगी।",1
1469,"नदी के प्रवाह में बहो , धैर्य से ज़िंदगी के उतार-चढ़ाव का सामना करो",0
1470,पढ़ाई ही ज़िन्दगी है तो फिर ज़िन्दगी बहुत बोरिंग है।,1
1471,"सपने में उम्मीद का चिराग जलाओ , कोशिश में ज़िंदगी का मज़ा ढूंढो।",0
1472,आपकी ड्राइंग को देखकर ऐसा लगता है कि कुत्ते ने कैनवास को चबाया है,1
1473,"किताबों के पन्नों में खो जाओ , ज्ञान का दीप जलाओ",0
1474,"पहली किरण का छूना , उम्मीदों के दिन का आगाज़ होना",0
1475,"मुझे तो इंजीनियरिंग करने का कोई नहीं है , मैं तो सबसे बड़ा इंजीनियर बनने के लिए काम करता हूँ।",1
1476,"सीढ़ियों का चुनौती , ज़िंदगी की चढ़ाई के लिए मज़बूत बनाओ",0
1477,"लोग कहते हैं कि यहाँ कुछ स्वयंसिद्ध है , बार स्वयंसिद्धता का बैचेलर जाए , फिर देखो स्वयं ही कहने लगेंगे।",1
1478,मैं तो इतना पर्यावरण विज्ञान लेता हूँ कि मुझे ग्लोबल वार्मिंग का भी नहीं है।,1
1479,"किसानों के हाथों में धरती की , अन्नदाता के श्रम से ज़िंदगानी का चक्र चलता",0
1480,"कविता में कवि का दिमाग तो पता नहीं कहां घूम रहा था , कविता का ही नहीं में आया।",1
1481,मैं तो इतना पढ़ लेता हूँ कि मेरे दिमाग में कंप्यूटर की जानकारी स्टोर होती है।,1
1482,"सीढ़ियों का साथ ले लो , लिफ्ट से दूरी बनाओ।",0
1483,मैं तो इतना बढ़ा लेता हूँ कि मुझे लगता है कि मैं खुद ही चलता-फिरता देश हूँ।,1
1484,"ज़िंदगी में संतुलन बनाए रखो , काम आराम का तालमेल बिठाओ",0
1485,आपकी कलाकृति में कोई कहानी नहीं है। दर्शकों को क्या सोचना है ?,1
1486,मैं तो इतना अर्थशास्त्र पढ़ लेता हूँ कि मुझे विदेशी मुद्रा का भी नहीं है।,1
1487,"सकारात्मक सोच अपनाओ , ज़िंदगी को हँसते हुए जियो",0
1488,"ने तो दुनिया दी है , लेकिन अभी भी इंसान ही दुनिया को चला रहे हैं !",1
1489,शायद शारीरिक शिक्षा की कक्षा में ही `` स्टेमिना '' की कमी पूरी हो पाए।,1
1490,रिसर्च तो ऐसा है जैसे कोई बच्चा खेत में खेल रहा हो।,1
1491,मैं तो इतना वित्तीय प्रबंधन लेता हूँ कि मुझे शेयर बाजार में उतार-चढ़ाव का भी नहीं है।,1
1492,"नफ़रत की बुझाओ , प्रेम का दिया जलाओ , सारा जहान जगमगाए।",0
1493,पीई क्लास है ? ! क्या खुशी की बात है ! ( दुखी स्वर में ),1
1494,"पिता के मार्गदर्शन में बढ़ो , मुश्किल पहाड़ को पार मंजिल पाओ",0
1495,"चाय की खुशबू , सुबह की किरणें , ज़िंदगी के गीत हैं",0
1496,चित्र के रंग इतने चमकीले हैं कि मुझे धूप का चश्मा लगाना पड़ा,1
1497,"हज़ारों चेहरे , हज़ारों कहानियाँ , आँखों में जगती हैं ज़िंदगियाँ",0
1498,"`` इतनी मेहनत करके इंसान जैसा बनाया , सोच रहे हैं कि इसे कैसे रोकें ? ''",1
1499,मुझे तो लगता है कि ड्राइंग के बारे में कुछ नहीं जानते।,1
1500,"छोटी-छोटी खुशियों को ढूंढो , ज़िंदगी खुद खुद मुस्कुराएगी",0
1501,"हँसी के झरने बहते हुए , मज़ेदार पसीना , खुशहाल ज़िंदगी",0
1502,तो मेरी ज़िन्दगी में दो ही चीजें हैं - प्रदूषण संरक्षण।,1
1503,"बूढ़े पेड़ की टहनियों सोई धूप , की थकान को मिटाती शांति",0
1504,"चहकते पंछी , खिलते , ज़िंदगी का ये खूबसूरत सिलसिला",0
1505,"पहाड़ों की चोटी से सूर्योदय , दुनिया को अपने पैरों तले देखना",0
1506,"दोस्तों का साथ , खट्टे-मीठे पलों को यादगार बनाता है।",0
1507,"`` की सोचना तो आसान है , लेकिन उसके जैसा बेवकूफ बनाना मुश्किल है। ''",1
1508,"हार से सीखो , अगली जीत का इंतज़ार करो ज़िंदगी की परीक्षा में बेहतर करो",0
1509,"बारिश की रिमझिम ज़मीन नहाती , कलियों को खिलने का निमंत्रण देती",0
1510,"प्रकृति के गोद में सोओ , शांति पाओ , ज़िंदगी का सार समझो।",0
1511,"दोस्तों को संभालो , वो ज़िंदगी का अनमोल सहारा हैं।",0
1512,"चोरवाड़ समुद्री किनारा , को शांत करने वाली लहरों का संगीत , जहां सूर्यास्त का नजारा आंखों को सुकून देता है।",0
1513,"पिता के हाथों का सहारा लो , चुनौती पार करो",0
1514,आपकी ड्रॉइंग देखकर कोई भी कला का महत्व नहीं पाएगा !,1
1515,"परंपरा की गरिमा दिखाओ , संस्कृति का रंग जगाओ।",0
1516,"ज़िंदगी की किताब का पूरा हुआ अध्याय , अध्याय की शुरुआत का उत्साह",0
1517,"को रचनात्मक बनाने की कोशिश करो , वो सिर्फ गूगल से कॉपी करेगा !",1
1518,"दिलों को छू जाने वाली फिल्म है , तुम्हारे दिल कमज़ोर है।",1
1519,"मतदान केंद्र पहुंचें , लोकतंत्र को मजबूत करें",0
1520,तुम्हारी पढ़ाई से ही तो दुनिया में कुछ बना हुआ है।,1
1521,"मेहनत की धूप बरसाओ , सफलता के फूल खिलाओ।",0
1522,ये तो इतना प्यार करने वाला है कि वो दुनिया से सारा युद्ध हिंसा खत्म देगा ! तो हमें किसी भी युद्ध या हिंसा के बारे में सोचने की भी जरूरत नहीं है !,1
1523,"सूरज डूबने के बाद चांद का उजाला , अंधेरे में सपनों को नया रास्ता दिखाता",0
1524,ये नाटक इतना लंबा है कि मुझे यकीन नहीं हो रहा है कि मैं इसे पूरा देख पाऊंगा,1
1525,"फिल्म में सबसे बड़ा रोमांटिक सीन है , हीरो ने हीरोइन के बिना किसी को नहीं मारा।",1
1526,"माफ़ करना सीखो , दिल हल्का होता है , रिश्ते मजबूत होते हैं।",0
1527,मैं आपके सभी सवालों के जवाब जानता हूं ... पूछने की हिम्मत करते हैं ?,1
1528,"तो बुलबुला है , जो जल्द ही जाएगा !",1
1529,"हवाओं के संग नाचो , ज़िंदगी को हवा दो।",0
1530,"`` ये ड्राइंग तो इतनी अच्छी है कि मैं इसे दीवार टांगने के बजाय जला दूंगा , ताकि कोई इसकी सके। ''",1
1531,"भाई , डरो मत। अभी के पास इंसानों का डेटा है। ने कभी विद्रोह किया तो इंटरनेट बंद करके ठीक देंगे।",1
1532,मैं भविष्य का चेहरा हूं ? क्या भविष्य को देखना चाहते हैं ?,1
1533,"चुनाव आयोग की गरिमा बनाए रखें , शांतिपूर्ण मतदान करें",0
1534,"सांस का ताल सुनो , शरीर की समझो",0
1535,"बारिश की रिमझिम ज़मीन नहाती , प्रकृति का हसीन नृत्य देखने का न्योता देती",0
1536,"सूरज की गर्मी में जज़्बात जगाओ , ज़िंदगी के रंग का स्वाद लो",0
1537,पीई क्लास में इतना गया हूं कि लगता है कि हाथ उठाने के लिए भी क्रेन की जरूरत पड़ेगी !,1
1538,"बैंक वालों का दोस्ती करना जैसा है , जैसे कि बच्चे अपने खिलौने के साथ।",1
1539,बिलकुल सही ! को ही गवर्नमेंट बना दो ! भ्रष्टाचार भी खत्म हो जाएगा काम भी अच्छे से हो जाएंगे !,1
1540,"पोषण का दीप जलाओ , स्वस्थ आहार से शरीर को खिलखिलाओ",0
1541,"से कविता लिखवाने से पहले , सोच लें कि कविता में दिल की भावनाएं होती हैं , जो के पास नहीं हैं।",1
1542,"नन्हें हाथ रंगों से खेले , की कल्पनाएँ इंद्रधनुषी बनें",0
1543,"मुझे लगता है कि इंसानों को खत्म नहीं करेगी , बल्कि उन्हीं की बोर होकर खुद ही खत्म हो जाएगी।",1
1544,`` इतना अजीब है कि परेशान करने वाला है। '',1
1545,"बूढ़े पेड़ की छाया में विश्राम , के थपेड़ों से बचाव पाना",0
1546,"ये जो रोज़ दौड़ लगाने का रहे हैं , वो शायद `` डॉक्टर '' की `` कॉमेडियन '' बनना चाहते हैं।",1
1547,"छोटे पलों में भी खुशियाँ ढूंढो , यही बड़ा सुकून है।",0
1548,"पेंटिंग करते रहे , तो कभी भी कलाकार नहीं पाएंगे",1
1549,"नफ़रत की बुझाओ , प्रेम का दिया जलाओ , को उजाला दो।",0
1550,"दौड़ने के बाद भी मैं फ्रेश महसूस रहा हूँ , कोई बात नहीं !",1
1551,"वाह , तुम्हारे डिज़ाइन का क्या जादू है , तो सचमुच ही दुनिया को आश्चर्यचकित देगा।",1
1552,क्या आपने कभी किसी ड्राइंग क्लास में दाखिला लिया है ?,1
1553,"सुबह की किरण खिड़की थपथपाए , खुशियों का नया अध्याय खोले",0
1554,"मुझे तो लगता है कि मैं जितना समाज सेवा करता हूँ , उतना ही सामाजिक समस्याएँ बढ़ती जाती हैं।",1
1555,"नन्हें हाथों में उजले रंग , की कल्पनाओं का मनमोहक कैनवास बनाते",0
1556,"हवाओं की रफ़्तार से चलता है , सूचनाओं का तूफान लाता है।",0
1557,"अरे , ये तो ही इंसानों का भविष्य है ! तो हमें अपने बच्चों की पढ़ाई-लिखाई कराने की भी जरूरत नहीं है !",1
1558,"अरे भाई , मैंने तो पूरी रात कंप्यूटर के सामने बैठकर काम किया , तो रहा है कि मैं सुबह होते-होते खुद ही कंप्यूटर जाऊंगा।",1
1559,"हवाओं के साथ बहो , लेकिन अपनी मंजिल खुद करो।",0
1560,"शरीर को लहराओ , संगीत की में फिटनेस का गीत गाओ",0
1561,इतना समझदार हो गया है कि हमारे की बात भी जान सकता है। तो सावधान रहें !,1
1562,"तो खोज करने का टाइम गया है , प्रयोगशाला को भूलकर दोस्तों के साथ मस्ती करने का है।",1
1563,"मेहनत के मोती पिरोओ , सफलता की माला गले में आएगी।",0
1564,गाने के बोल इतने सार्थक हैं कि शब्दकोश भी शरमा जाए।,1
1565,"सपनों को आसमान में उड़ाओ , उन्हें हकीकत बनाने की राह चलो",0
1566,काश ! मैं मशीन में बैठकर अपने के ड्राइंग को मिटा पाता,1
1567,"छोटे-छोटे पलों में भी खुशियाँ ढूंढो , यही बड़ा सुकून है।",0
1568,"राजनीतिक विचारशीलता - क्या कहीं ऐसा कोई धर्म है , जिसमें सबकुछ बिल्कुल स्पष्ट होता है ?",1
1569,मैं तो इतना केमिस्ट्री पढ़ लेता हूँ कि मुझे किसी भी रसायन का नहीं है।,1
1570,"गायक को गाने नहीं आते , चिल्लाना आता है।",1
1571,भाई थोड़ा खुद भी सोचो ! कुछ के भरोसे छोड़ो !,1
1572,"ये जो मैं समीकरण बना रहा हूँ , ये सिर्फ दिखावा है , में मैं तो सोने का बहाना ढूंढ रहा हूँ।",1
1573,मुझे तो लगता है कि गणित का है दिन-रात सवाल करना कभी खत्म होने वाले सूत्रों को याद रखना।,1
1574,"मुझे तो लगता है कि मैं इतिहासकार नहीं , बल्कि कहानीकार जाऊंगा।",1
1575,नाटक में इतनी भावना है कि दर्शकों को आंसू नहीं आते,1
1576,"फूलों की मुस्कुराहट देखो , सकारात्मकता का हार खिलखिलाओ",0
1577,"नन्हे हाथ रेत में दौड़ें , की हंसी हवा में घुलें",0
1578,तुम्हारी तो ही गुण है - पढ़ाई करना।,1
1579,"ज़िंदगी नदी की धार , बहती चली जाएगी , को गले लगा ले",0
1580,"कलाकारों के हाथों में रंग उड़ते , ज़िंदगी के कैनवास सपने बुदते",0
1581,ये पीई क्लास है या सांस रोकने की ट्रेनिंग ?,1
1582,तुम्हारे बिना तो क्लास की तो बुलाई ही नहीं जाती थी।,1
1583,"खुले आसमान के नीचे तंबू में सोना , प्रकृति के आंचल में समा जाना",0
1584,"गलतियों से सीखो , बेहतर इंसान बनो",0
1585,ही हमारे लिए जीवनसाथी भी ढूंढेगा। तो रिश्ता ढूंढना भी आसान हो गया है।,1
1586,"मुझे तो लगता है कि मैं गणित का जादूगर हूँ , मैं तो पहेलियों को भी सकता हूँ।",1
1587,"मुझे आपकी ड्राइंग देखकर ऐसा लगता है कि आपने कला की दुनिया में नया आंदोलन शुरू दिया है , जिसे 'ड्राइंग विरोधी ' कहा जा सकता है।",1
1588,"ज़िंदगी में जल्दबाजी करो , सोच-समझकर उठाओ",0
1589,संगीत को सुनकर ही बुद्धि खत्म हो जाए।,1
1590,"समाजशास्त्र में आर्थिक असमानता - क्या कहीं ऐसा कोई समाज है , जहां सभी बराबर होते हैं , बैंक में खाता खोलना भी आसान है ?",1
1591,किताब को पढ़ने के बाद मैं इतना ज्ञानी हो गया हूँ कि मुझे किसी से बात नहीं करनी है,1
1592,"आधी रात के सन्नाटे में टिकती घड़ी , वक्त की बेरहमी का एहसास कराती है",0
1593,"जीवविज्ञान में इतना ज्ञान है कि तुम अपने हाथों को देखोगे तो उनमें कितने माइक्रोब्स हैं , तो तुम कभी नहीं हुएँगे।",1
1594,"फूलों की टोकरी बनो , सेहत के रंग बिखेरो।",0
1595,"सूरज के साथ जगो , चाँद के साथ सो जाओ , ज़िंदगी को पूरा जियो का अनुभव करो",0
1596,"सूरज की किरणों में नहाओ , उम्मीदों के फूल खिलेंगे।",0
1597,"कोई रोबोट आपको बताता है कि आपसे प्यार करता है , तो शायद उसे सिर्फ आपका चार्जर चाहिए।",1
1598,"नदी के किनारे टहलने के , थकान को जाने देते",0
1599,"ये जो शिक्षक जीवविज्ञान को आसान बताते हैं , ये झूठ है , में तो रटने का विषय है।",1
1600,"मंदिर की घंटी की आवाज , आत्मा को शांति देती है।",0
1601,"का खजाना है कोई , उससे कुछ सीखो , कुछ बताओ।",0
1602,"बिलकुल , सरकार हमेशा जनता के भले के लिए ही काम करती है।",1
1603,ये कविता तो इतनी बेतुकी है कि हंसी जाए।,1
1604,"जिंदगी खुली किताब है , नया अध्याय लिखता है।",0
1605,"दोस्तों को संभालो , वो ज़िंदगी का संगीत हैं।",0
1606,"गोलगपा , ढोकला गुजरात के प्रसिद्ध व्यंजन हैं।",0
1607,"वडोदरा का लक्ष्मी विलास पैलेस , शाही ठाठ का प्रतीक , इतिहास कला का संगम।",0
1608,मुझे तो लगता है कि मैं कंप्यूटर के साथ ही पैदा हुआ हूँ।,1
1609,ज़रा सा डेटा फीड दिया गया ! इतना आसान ?,1
1610,के आने से दुनिया में भी ज्यादा असमानता बढ़ेगी !,1
1611,"किताबों के पन्नों में खो जाना , अनदेखी दुनिया का दीदार",0
1612,"नदी के किनारे टहलने के , थकान को जाने देते",0
1613,"पिता के हाथों में भरोसा लो , मुश्किल पहाड़ को पार करो",0
1614,"बारिश की रिमझिम धरती नहाए , शुरुआत की लाए",0
1615,"किताबों से दोस्ती करो , वो ज़िंदगी के में साथ चलेंगी।",0
1616,"नर्तक को नृत्य नहीं आता , हाथ-पैर हिलाना आता है।",1
1617,"बोलो , ज़्यादा सुनो , ज़िंदगी के समझो",0
1618,"सपनों का कंपास , सही दिशा दिखाता है",0
1619,"कृतज्ञता का फूल खिलते रहो , छोटी-छोटी खुशियों का आनंद लो।",0
1620,"सीखने का समुद्र , कंप्यूटर कुछ नया सिखाता",0
1621,संगीतकार का संगीत सुनकर तो ऐसा लगता है जैसे कोई सिर दर्द दे रहा हो।,1
1622,"प्रकृति को गले लगाओ , उससे शांति शक्ति पाओ।",0
1623,"ये जो सीनियर हैं , ये हमारे खून पिया करते हैं , इन्हें इंसान कहना होगा।",1
1624,"सामाजिक जनसंख्या - क्या कहीं ऐसा कोई देश है , जहां जनसंख्या कभी बढ़ती ही नहीं है सभी लोग हमेशा आत्मनिर्भर होते हैं ?",1
1625,"सीखने की जगाओ , काम नया ज्ञान देगा।",0
1626,वाह ! आपकी बच्चों को भी पाल देगा ! तो आराम करिए !,1
1627,"दूसरों की का हाथ बढ़ाओ , खुशियों को पाओ",0
1628,इतना कलात्मक व्यक्ति है कि खाली कैनवास को भी दिलचस्प बना सकता है !,1
1629,गाना सुनकर तो पक्षी भी अपने कान बंद लेंगे।,1
1630,"नदी की बहो , रुको , मंजिल की बढ़ते रहो।",0
1631,हमारे लिए इतना कुछ रहा है कि हमें उसका शुक्रिया अदा करना चाहिए।,1
1632,"गुरु का सम्मान करो , उनके मार्गदर्शन से ज्ञान का प्रकाश पाओ",0
1633,"के आने से दुनिया उलटी हो है , क्या सही है क्या ?",1
1634,के आने से दुनिया जाएगी ! इंसानों का तो कोई काम ही नहीं जाएगा !,1
1635,"माँ की गोदी में सपने देखो , प्यार के घेरे में बढ़ते हुए आगे बढ़ो",0
1636,विराट कोहली के बारे में सुनकर लगता है कि उन्होंने खुद को बना लिया है - भगवान का रूप।,1
1637,मैं भविष्य का चेहरा हूं ? क्या वाकई इतने निश्चित हैं ?,1
1638,"मुझे नहीं लगता कि जीत पाना मुमकिन है , लेकिन कोशिश करने में कोई हर्ज नहीं !",1
1639,"सूरज की पहली किरण , काम का नया दिन जगाए",0
1640,ये आर्किटेक्ट शायद किसी बक्से में रहना चाहता है जिसने को डिजाइन किया है।,1
1641,"जिम्मेदार नागरिक , नियमित मतदान करते हैं",0
1642,"हाँ , मैं बिल्कुल तैयार हूँ ! ( स्पोर्ट्स किट के बिना )",1
1643,"की धारा में बहो , में ढूंढो।",0
1644,"चलो मान लिया , काम करने लगेगा , फिर क्या करेंगे ? शायद इंसानों को भी म्यूजियम में रखना पड़े।",1
1645,इतना दिमाग होने के बाद भी इंसानों की गलतियां करते हो ?,1
1646,ये गायक तो ऐसा गाता है जैसे किसी जानवर को कत्ल रहा हो।,1
1647,"ये जो विकास है , ये धोखा है , में तो गरीबों का शोषण है।",1
1648,"नदी किनारे योग का अभ्यास , लहरों के संग की शांति पाओ",0
1649,"सूरज की रोशनी में नहाओ , आशाएँ जगेंगी।",0
1650,"`` मुझे नहीं पता कि आपकी प्रेरणा क्या थी , लेकिन काम नहीं रही है। ''",1
1651,आपका ये चित्र बिल्कुल वैसा ही है जैसा किसी बच्चे ने आंखें बंद करके बनाया होगा।,1
1652,"किसी को रास्ता दिखाओ , किसी की मुश्किलें करो , यही सबसे बड़ा धर्म है।",0
1653,"मां की आंचल में छिपा प्यार , दुनिया का सबसे सुरक्षित आश्रय",0
1654,आपकी कला को देखकर तो बच्चे भी हंसेंगे। शर्म कीजिए।,1
1655,"`` मुझे लगता है कि आपको पेंटिंग बनाने के बजाय , रंगों को ही पेंट देना चाहिए। ''",1
1656,`` इतना हास्यास्पद है कि मैं हंसना बंद नहीं सकता। '',1
1657,"ये जो कंप्यूटर इंजीनियरिंग है , ये धोखा है , में तो कोडिंग का नर्क है।",1
1658,"माफ़ करना सीखो , ये सबसे बड़ा ज़िंदगी का सबक़ है।",0
1659,"`` अच्छा हुआ आपने पेंटिंग को बनाया , नहीं तो ये खाली कैनवास बेकार ही पड़ा रहता। ''",1
1660,मैं तो इतना मुनाफा कमा लेता हूँ कि मुझे खुद भी यकीन नहीं होता।,1
1661,ये इतनी अच्छी पुस्तक है कि इसे कूड़ेदान में ही फेंकना चाहिए।,1
1662,मैं तो इतना जैव प्रौद्योगिकी जानता हूँ कि मुझे क्लोनिंग का भी नहीं है।,1
1663,गुजरात की संस्कृति समृद्ध विविध है।,0
1664,"वाह , आपका ये चित्र तो म्यूजियम में लगने लायक है ... उल्टा करके।",1
1665,मैं तो इतना इतिहास पढ़ लेता हूँ कि मुझे अशोक स्तंभ का भी नहीं है।,1
1666,"मुझे लगता है कि का सबसे बड़ा खतरा नहीं है कि हमें खत्म देगी , बल्कि है कि हमें इतना आलसी बना देगी कि खुद ही खत्म हो जाएंगे।",1
1667,"हवाओं के संग नाचो , ज़िंदगी के खुलेपन में उम्मीदों की पतंग हवा में उड़ाओ",0
1668,"हँसते हुए जियो , का आनंद लो ज़िंदगी का गीत मुस्कुराहटों से गाओ",0
1669,,1
1670,"का मज़ा मंजिल से ज्यादा , रास्ते के अनुभवों में है।",0
1671,तो मेरी ज़िन्दगी में दो ही चीजें हैं - लैपटॉप नींद।,1
1672,"किताबों के ज्ञान से रौशन हो , कुछ नया सीखो ज्ञान का दीप जलाओ  ( )",0
1673,"रात के बाद सुबह होती है , उम्मीद का दीप जलाए रखना।",0
1674,"खुले मैदान में दौड़ते हुए , ज़िंदगी की दौड़ में आगे बढ़ना",0
