,marathi_text,result
1155,"स्वत : ला सोशल मीडियावर  मोठा माणूस मानू नका , वास्तविक जीवनात  प्रत्येकासारखे मनुष्य आहात !",1
1156,सुगंधित फुलांचा मोहोर जीवनात नवीन रंग आणतो,0
1157,ही  आपल्या भावना देखील समजू शकते आणि आपल्या गरजा देखील पूर्ण करू शकते ! आता आम्हाला  खरा मित्र शोधण्याची देखील आवश्यकता नाही !,1
1158,"फुलांचे हशा ऐका , सकारात्मकतेचा हार घाला",0
1159,"इतक्या भाषा शिकण्यात कसे यशस्वी होते , जेव्हा मानवांना त्यांची स्वतःची भाषा समजणे कठीण होते !",1
1160,हजारो भाषा माहित असल्याचा दावा करतात परंतु माझ्या आईची निंदा देखील  नाहीत .,1
1161,"जीवन हा  प्रवास आहे , प्रत्येक क्षणाचा आनंद घ्या",0
1162,"नदीचा रावानी व्हा ,  मजल्याकडे जा",0
1163,आपली कला इतकी प्रभावी आहे की ती मला अश्रू आणते .,1
1164,"आईच्या मांडीवर शांतता शोधा , आपुलकीच्या समुद्रात आंघोळ करा आणि प्रेम सामायिक करा",0
1165,`` मला आश्चर्य वाटते की अशी छायाचित्रे तयार करण्यास  लाजिरवाणे आहात का ? '',1
1166,मला या चित्रकलेबद्दल अधिक समजले नाही आणि मला काय समजले नाही ?,1
1167,`` आपल्या पेंटिंगकडे पहात असताना असे दिसते की आपल्याला रंगांबद्दल काहीही माहित नाही . '',1
1168,"पराभवातून शिका , पुढील विजयाचा पाया घालून मजबूत म्हणून पुढे जा",0
1169,"आतापर्यंतच्या सर्वात रोमांचक टेनिस सामन्यांपैकी निम्मे , पुन्हा एकदा अर्ध्याने पाहिले नाही .",1
1170,परीक्षा इतकी ताणतणाव आहे की मला वाटते की माझे केस पांढरे होतील .,1
1171,"हेच मी कोड लिहित आहे , हे फक्त  ढोंग आहे , प्रत्यक्षात मी चहा पिण्याचे निमित्त शोधत आहे .",1
1172,"वडीलधा  ्यांचा  , लहान मुलांचे प्रेम , ही जीवनाची खरी  आहे",0
1173,मला वाटते की या संगीतकाराने कोणत्याही संगीताचा अभ्यास केला नाही .,1
1174,"क्षमा करण्यास शिका , हृदय हलके आहे , संबंध मजबूत होतात",0
1175,"आईच्या मांडीवर शांतता शोधा , प्रेमाच्या समुद्रात आंघोळ करा आणि प्रेम सामायिक करा",0
1176,"ते पुरस्कारांच्या चमकात हरवले आहेत , जमिनीवर लँडिंगचे नाव घेऊ नका !",1
1177,सोशल मीडियावर प्रेरक भाषण देणा्यांनी त्यांच्या स्वत : च्या जीवनात सोडले आहे .,1
1178,"सकारात्मकतेचा हार घालून , फुलांच्या स्मितने शिका",0
1179,"पर्वतांच्या उंचीला स्पर्श करण्याचे स्वप्न , कठोर परिश्रमांचे पंख ठेवून आकाश मोजा",0
1180,तापी नदीच्या काठावर बसून सूर्यास्ताचे दृश्य आकर्षक आहे,0
1181,या रेखांकनात बर्‍याच चुका आहेत की संगणक पाहून ते क्रॅश होऊ शकते .,1
1182,मी इतके मानसशास्त्र वाचतो की मला मानवी वर्तनाची भीती वाटत नाही .,1
1183,"हे कोणत्या प्रकारचे फुटबॉल आहे , ज्यामध्ये चेंडू हवेत अधिक आहे आणि खेळाडू जमिनीवर अधिक आहे ?",1
1184,सार्वजनिक प्रश्नांची उत्तरे देणे हा सरकारचा  विशेष छंद आहे .,1
1185,"गर्विष्ठ , थोडी टीका  केली नाही",1
1186,"वारा वाहताना लवचिक रहा , आपले गंतव्यस्थान स्वतः ठरवा , पंख ठेवा",0
1187,मी पीई वर्गात इतका थकलो आहे की असे दिसते की क्रेनलाही हात वाढवण्यासाठी आवश्यक आहे !,1
1188,भाषा इतक्या वेगाने विकसित होत आहे की जुने शब्द समजणे कठीण आहे !,1
1189,"फुलांनी वास घ्या , प्रत्येक क्षणी परिचितता पसरवा",0
1190,"फुलांचे स्मित जाणून घ्या , आजूबाजूला सुगंध पसरवा",0
1191,"धर्म , जातीच्या आधारे मतदान करू नका , पात्र उमेदवार निवडा",0
1192,"थंड हवेचा वासना रात्री अधिक आनंददायी बनवते , थंड हातांच्या स्पर्शाप्रमाणे",0
1193,आजकाल माझ्या आयुष्यात फक्त दोन गोष्टी आहेत - सामाजिक न्याय आणि समानता .,1
1194,व्यायामानंतर दुखत असलेली वेदना ही माझ्यासाठी प्रेरणा आहे !,1
1195,पहिल्या किरणांचा स्पर्श बुक  लाइफची नवीन पृष्ठे उघडतो,0
1196,हा खेळ काय आहे ? कोणी सांगू शकेल ? ( शेतात उभे ),1
1197,"जीवन  पतंग आहे , वा  ्यांसह हसले , मोकळ्या आकाशात उड्डाण करा",0
1198,लोक मला अभिनेत्री किंवा फक्त   मुलगी म्हणतात की नाही हे मला माहित नाही .,1
1199,बद्दल काय विचार करावे हे मला माहित नाही.हे  मानवजातीला वाचवेल किंवा त्याचा नाश करेल .,1
1200,"पर्वतांमधून दृढता घ्या , प्रत्येक आव्हान पार करा",0
1201,कदाचित हे लोक आम्हाला `` शारीरिक शिक्षण '' च्या नावाने `` कॉलेज  डान्स '' आहार देत आहेत .,1
1202,"क्षमा करण्यास शिका ,  हलके आहे , नातेसंबंधांची फुले फुलतात",0
1203,"हे संगणक अभियांत्रिकी आहे , हे सर्व फसवणूक आहे , खरं  हे कोडिंगचे  आहे .",1
1204,या नाटकाचा कथानक इतका कंटाळवाणा आहे की प्रेक्षक मध्यभागी झोपतील .,1
1205,"या संगीतकाराला संगीत कसे बनवायचे हे माहित नाही , फक्त ध्वनी प्रदूषण करते .",1
1206,"खूप मेहनत घेतल्यानंतरही ,   कमी झाले नाही  मी जिमचे नाव संग्रहालयात बदलेन , कारण येथे येण्यामुळे फक्त वेदना होते !",1
1207,आकाश आकाश,0
1208,"ते नायिका आणि नृत्य आणि गाण्याच्या प्रेमात वेडे आहेत , अगदी वास्तविक जीवनातही , एखाद्याशी बोलण्यासही त्यांना भीती वाटते !",1
1209,या मूर्तीमध्ये असे बरेच जीवन आहे की रुग्णालयाच्या रूग्णांनाही हेवा वाटेल .,1
1210,"कृपेने ,  हसले , कोरडे पृथ्वी कोरडे",0
1211,"वारा वाहताना लवचिक रहा , आपले गंतव्यस्थान स्वतःच ठरवा",0
1212,"`` या रेखांकनात कोणतीही सर्जनशीलता नाही , फक्त कॉपी करीत आहे . ''",1
1213,मला काळजी आहे की  आमच्या गोपनीयतेवर हल्ला करू शकते .,1
1214,"पर्वतांच्या उंचीला स्पर्श करण्याचे स्वप्न , धैर्याच्या पंखांचा वापर करून लाटा ओलांडतात",0
1215,"आपल्या भावना समजू शकते ,   निराश का आहात ?",1
1216,"स्वप्ने मानवांसारखी स्वप्ने ,  त्याचे स्वप्न पाहिले आहे का ?",1
1217,माझे रेखांकन इतके वास्तववादी आहे की लोक त्यास चित्र विचारात घेण्याची चूक करतात .,1
1218,मला वाटते की आपली पेंटिंग कोणत्याही कला प्रदर्शनात ठेवण्यास सक्षम राहणार नाही .,1
1219,ते जिममध्ये असा मोठा आवाज का खेळतात हे मला माहित नाही.ते मला ऐकण्यापासून रोखण्याचा प्रयत्न करीत आहेत ?,1
1220,सामाजिक जाती - असे काही समाज आहे जेथे सर्व काही अद्वितीय आहे ?,1
1221,मला इतका कायदा समजला आहे की मला शिक्षेची भीती वाटत नाही .,1
1222,या चित्रपटात बर्‍याच हॉलिवूडचे क्लिच आहेत की भारतीय सिनेमा हा अपमान आहे .,1
1223,"पर्वतांच्या शिखरावर वारा नाचणे , स्वातंत्र्याचे गाणे गाणे  [ प्रतिमा : डोंगराच्या वरच्या बाजूला ध्वज आणि खाली दरीचे विहंगम दृश्य ]",0
1224,"चुकांमधून शिका , मजबूत व्हा , पुढे जा , हार मानू नका",0
1225,प्रत्येक खेळाडू प्रमाणेच आपला खेळ देखील आम्हाला पराभूत करण्यात  करीत आहे .,1
1226,"हे संगणक अभियंता आहेत , ते सर्व आपले रक्त पितात , त्यांना मानव म्हणणे चुकीचे ठरेल .",1
1227,"प्रोग्रामिंगचा दिवा , दररोज रात्री  नवीन सूर्य उठतो",0
1228,हे नाटक इतके कंटाळवाणे आहे की मी झोपायला उत्सुक आहे .,1
1229,सबर्मती आश्रम हे महात्मा गांधी यांचे  असायचे,0
1230,"फुलांची कोमलता जाणून घ्या , संपूर्ण  सुगंधाने",0
1231,`` तुम्ही कधी खरा कलाकार पाहिला आहे का ? '',1
1232,"ज्ञानाचा  दिवा ठेवा , कौशल्याचा प्रकाश पसरवा",0
1233,समुद्राच्या लाटांसह खेळण्यामुळे बालपणातील आनंदाची   दिसून येते,0
1234,"दिवस खास बनवा , उद्याच्या चिंतेत उद्या विचार करा",0
1235,"हार  शिडी बनवा , पुढील विजयाचा पाया घालून मजबूत होण्यासाठी पुढे जा",0
1236,"शेतात धावणे म्हणजे कागदावर चांगली शर्यत आहे , किमान सूर्यप्रकाश नाही .",1
1237,"त्याला फक्त स्टारडमची  आहे , अभिनयात  नाही !",1
1238,"योगाचा दिवा हलवा , आपले शरीर आणि  हलका करा",0
1239,`` ही चित्रकला इतकी वास्तववादी आहे की माशी देखील बसण्याचा प्रयत्न करू शकतो . '',1
1240,"स्वप्नातील पंख द्या , ते आकाशाला स्पर्श करतील , ते नवीन उंचीवर घेऊन जातील",0
1241,मला वाटते की मी जंगलाचा राजा नव्हे  बर्डियन होईल .,1
1242,"व्हिडिओ कॉलचे चमत्कार , तारा अंतर",0
1243,"दररोज काहीतरी नवीन तयार करा , जागृत रहा , जागृत रहा , प्रगती करा",0
1244,"इतके दिवस चेंडू फेकण्याची तयारी  आहात , तरीही चेंडू विकेटपर्यंत पोहोचत नाही .",1
1245,मला वाटत नाही की हा खेळ खेळण्यासारखे आहे ! ( खेळाचे नियम जाणून घेतल्यानंतर ),1
1246,"लाइव्ह हसणे , प्रत्येक क्षणाचा आनंद घ्या आणि स्मितसह जीवनाचे गाणे गाणे",0
1247,"दयाळूपणाचा हार घालून , फुलांचे हशा ऐका",0
1248,सोशल मीडियावर खोटे बोलणे ठीक आहे का ?,1
1249,"स्वप्नांना स्वप्ने द्या , ते जीवनाला दिशा दर्शवतील",0
1250,सोशल मीडियावर जीवन दर्शवून आयुष्य जगणे विसरलात !,1
1251,"नोकर्‍या हव्या आहेत , परंतु कार्य  नाहीत .",1
1252,"आजीच्या कथांमध्ये हरवा , जीवनातील पुस्तकातील अस्पृश्य अध्याय जाणून घ्या",0
1253,"प्रत्येक स्वप्नातील आशेचा दिवा जा , प्रत्येक प्रयत्नात जीवनाची मजा शोधा",0
1254,अभ्यास जीवन असेल  जीवन खूप कंटाळवाणे आहे .,1
1255,"नदीसारखे वाहणे , थांबू नका , अडचणी ओलांडू नका , मजला शोधा",0
1256,ही नवीन पिढी इतकी आळशी आहे की बोट हलवल्याशिवाय त्यांना सर्व काही मिळावे !,1
1257,"जीवनाचे पुस्तक उघडा , प्रत्येक पन्ना आनंदाची कहाणी सांगते",0
1258,"आईच्या गोदीत स्वप्न पाहणे , प्रेमाच्या वर्तुळात पुढे जा",0
1259,"सकाळी गुलाबाच्या कळ्या , जीवनाच्या पलंगावर आनंदाची फुले",0
1260,शारीरिक शिक्षणाच्या वर्गात शिक्षक सर्वात जास्त येतो .,1
1261,"सोशल मीडियावरील प्रत्येक गोष्ट क्षणाची आहे ,  स्टार अज्ञात आहे .",1
1262,"इतरांच्या आनंदात  असताना , त्यांना आनंद मिळविण्यात अक्षम आहेत .",1
1263,"छोट्या हातात रंगांचा खेळ , बालपणातील कल्पनांचा सुंदर कॅनव्हास",0
1264,"मी खूप भाग्यवान आहे की मला खूप पैसे आणि कीर्ती मिळाली आहे , माझे नशीब चांगले आहे .",1
1265,"व्यायाम करायचा आहे , परंतु मी थोडा वेळ स्क्रोल करेन !",1
1266,"लाइफ हे  मुक्त पुस्तक आहे , प्रत्येक पन्नाला नवीन धडा शिकवा , वाचन आणि वाचन",0
1267,"निसर्गाच्या मांडीवर वाचा , आपले  शांततेत केंद्रित करा , ज्ञानाचा  दिवा हलवा आणि जीवन प्रकाशित करा",0
1268,"नदीच्या प्रवाहामध्ये प्रवाह , लवचिकतेसह जीवनातील चढउतारांचा सामना करा",0
1269,फुफ्फुस तोंडातून बाहेर येतील असे शेतात धावणे सुरू होते .,1
1270,मला इतकी संभाव्यता समजली आहे की मला जोखमीची भीती वाटत नाही .,1
1271,माझे रेखाचित्र पाहून लोकांना वाटते की मी दुसर्‍या ग्रहातून आलो आहे,1
1272,विपणन संशोधन - असे काही संशोधन आहे ज्यामध्ये सर्व काही  आहे ?,1
1273,या आर्किटेक्टला कदाचित हे कार्यालय डिझाइन केलेल्या तुरूंगात रहायचे आहे .,1
1274,"जबाबदारीचे ओझे घ्या , प्रत्येक  काम मजबूत करेल",0
1275,"प्रामाणिकपणा आणि सत्याने जगा , जीवन सोपे होईल",0
1276,या कवितेत कवीचा मेंदू माहित नव्हता की कवितेचा अर्थ कोठे समजला नाही .,1
1277,मला वाटते की मी मागील आयुष्यातही संगणकासमोर बसलो होतो .,1
1278,या रेखांकनाचा अर्थ देखील आहे की रंगांचा फक्त यादृच्छिक खेळ आहे ?,1
1279,भाषेच्या सीमांना खंडित करा आणि नवीन शब्द शोधा !,1
1280,"माझे रेखांकन सोशल मीडियावर पोस्ट करण्यापूर्वी , मी इतके फिल्टर ठेवले की मूळ चित्र हरवले आहे .",1
1281,मला व्यायामशाळेत इतका घाम होतो की आंघोळ करण्याची  नाही .,1
1282,"पहिल्या शोधाचा थरार , विज्ञानाच्या नवीन क्षितिजाला स्पर्श करण्याची",0
1283,"द्वेषाची  विझवा , प्रेमाचा दिवा हलवा ,   करा",0
1284,"आईच्या मांडीवर स्वप्न पाहणे , प्रेमात वाढून जगाला मिठी मारा",0
1285,"हार मानू नका ,  नक्कीच प्रयत्नांचे पंख उडवाल",0
1286,"स्वप्नांना स्वप्ने द्या , ते आकाशाला स्पर्श करतील , ते नवीन उंचीवर घेऊन जातील",0
1287,"रंगांसह खेळलेले थोडेसे हात , बालपणातील कल्पना इंद्रधनुष्य बनतात",0
1288,"प्रश्न विचारण्यासारखे वाटू नका , प्रतिसादात आपला स्वतःचा भूतकाळ माहित नाही !",1
1289,"वा  ्यांसह नृत्य करा , प्रत्येक श्वासातील स्वातंत्र्याच्या गाण्याला कोमल करा",0
1290,"सूर्याच्या किरणांमध्ये आंघोळ करा , अपेक्षांची फुले उमलतील",0
1291,"गुरुचे मार्गदर्शन , मित्रांचे समर्थन , नृत्याचा प्रवास अधिक सुंदर आहे",0
1292,"पहिल्या नोकरीचा उत्साह , जीवनाचा  नवीन प्रवास सुरू होतो",0
1293,या चित्रपटाच्या निर्मात्याकडे हा चित्रपट बनवण्याऐवजी पैशासारखे निमित्त असले पाहिजे .,1
1294,मला वाटते की माझे शरीर योग वर्गात इतके लवचिक होईल की मी स्वत : ला एका बंडलमध्ये घेण्यास सक्षम आहे !,1
1295,व्यवसाया नंतर बराच वेळ आहे की मला मोजणीसुद्धा स्पर्श करायचा नाही .,1
1296,"आईच्या मांडीवरील शांततेचा महासागर , वडिलांच्या खांद्यांवरील विश्वास हाऊस , नातेसंबंधांच्या तारा जोडणार्‍या जीवनाचे गाणे",0
1297,हा व्यायाम केल्याने थकल्याशिवाय नोकरी मिळवणे इतके सोपे आहे .,1
1298,जरी  शर्यतीत मागे राहिलो तरीही कमीतकमी आम्ही प्रत्येकासमोर धूळ वाढवतो .,1
1299,"हार  शिडी बनवा , पुढील विजयाचा पाया घालून मजबूत होण्यासाठी पुढे जा",0
1300,"पृथ्वीने पाऊस पाऊस घ्यावा , फुलांचे चेहरे आनंद पसरतात",0
1301,"या सामाजिक संस्था आहेत , हे सर्व फसवणूक आहे , खरं  हा निधी गोळा करण्याचा खेळ आहे .",1
1302,"मी माझे रेखांकन संग्रहालयात ठेवण्याचा विचार करीत आहे , जेणेकरून लोक हसू शकतील .",1
1303,हे गाणे इतके निरुपयोगी आहे की त्याचे वर्णन शब्दांत केले जाऊ  नाही .,1
1304,"हे  इतके भारी आहे की मला वाटते की मी त्यांना घेण्यास सक्षम होणार नाही . ( हे  खूप भारी आहे , मला वाटले नाही की मी त्यांना उंचावू शकतो . )",1
1305,"प्रत्येकामध्ये चांगुलपणा शोधा ,  चांगले दिसेल",0
1306,हे इतके महान कलाकार आहेत की शाहरुख खानसुद्धा त्याच्या समोर अयशस्वी झाला आहे !,1
1307,मला वाटते की आपल्याला रेखांकनाबद्दल काहीही माहित नाही .,1
1308,"सहकार्याचा पूल बनवा , आनंदाच्या लाटा वाहतील",0
1309,"आईच्या मांडीवर शांतता शोधा , प्रेमाच्या समुद्रात आंघोळ करा आणि प्रेम सामायिक करा",0
1310,"नदीच्या काठावर चालण्याचे पाय , जीवनाच्या प्रवाहात वाहणारे स्वप्न ( प्रतिमा : नदीच्या काठावर चालणार्‍या व्यक्तीचा शांत मार्ग )",0
1311,"पराभव आणि विजयाचा खेळ समजून घ्या , प्रत्येक  म्हणजे जीवनाचा प्रवास",0
1312,मी इतके विज्ञान वाचले की मला बिग बॅंगची भीती वाटत नाही .,1
1313,"स्वप्नांना स्वप्ने द्या , ते आकाशाला स्पर्श करतील , ते नवीन उंचीवर घेऊन जातील",0
1314,"आईच्या गोदीत स्वप्न पाहणे , सुरक्षेच्या सावलीत वाढतात",0
1315,"इंग्रजी बोलण्याची  असणे , परंतु हिंदीमध्ये योग्यरित्या बोलणे सक्षम नाही .",1
1316,"आयुष्य  पतंग आहे , वा  ्यांसह हसले , मोकळ्या आकाशात उंच उंच",0
1317,"योग्यरित्या वेळ वापरा , योजना आखणे आणि कठोर परिश्रम करा , यशाच्या पाय  ्या चढून घ्या",0
1318,"आजीच्या गाण्यांमध्ये लपविलेले  , परंपरेच्या लाटा पुढे जातील",0
1319,हा चित्रपट इतका मजेदार आहे की हे पाहणे वेळेचा अपव्यय आहे .,1
1320,"त्याचा  संवाद आहे , `` मी बरोबर आहे ! ''",1
1321,"आपली स्वप्ने पूर्ण करण्यासाठी कोणतीही पावले उचलू नका , फक्त विचार  रहा",1
1322,"इतका मोठा कॅनव्हास आणि इतका लहान रेखांकन , काय  होती ?",1
1323,"या शिल्पकाराच्या मूर्तींमध्ये कोणतीही सर्जनशीलता नाही , ती फक्त  प्रकारच्या मूर्ती बनवते .",1
1324,"बरेच वर्कआउट्स केल्यावरही , पोटाची चरबी कमी होत नाही , असे दिसते की तो जिमचा प्रसार आहे !",1
1325,तार्‍यांचा फ्लिकर अनंत विश्वाची कहाणी सांगतो,0
1326,"पक्ष्यांच्या ट्विटमुळे सकाळचा सलाम होईल , आयुष्यातील प्रत्येक क्षण मौल्यवान",0
1327,या नर्तकाच्या  इतक्या लयबद्ध आहेत की घड्याळाच्या सुया देखील लाजिरवाणी असतील .,1
1328,"वडिलांच्या मार्गदर्शनाखाली वाढवा , प्रत्येक कठीण पर्वतावर जा आणि गंतव्यस्थानावर पोहोचा",0
1329,हे माहित नव्हते की पीई इतके गंभीर असणे आवश्यक आहे .,1
1330,दयाळूपणाची हार घालून फुलांचे स्मित पहा,0
1331,"मातीच्या सुगंधात भिजलेल्या , गावाच्या आठवणी हृदयांना स्पर्श करतात",0
1332,"खेळताना कबड्डी श्वास घेण्यास सुरवात करतो , म्हणून असे दिसते की आता मी मैदानात मरणार आहे .",1
1333,"ते चित्रपटात वागत नाहीत , हे चित्रपट जगतात !",1
1334,"जीवन  नदी आहे , प्रत्येक वळणावर  नवीन देखावा आहे , हसणे आणि हसणे , मजा करा",0
1335,"इतरांना  करण्यासाठी आपला हात वाढवा , आनंद सामायिक करून स्वत : ला फुलवा",0
1336,"वारा  नृत्य करा , जीवनाच्या मोकळेपणामध्ये आनंदाचा दिवा हलवा",0
1337,सचिन तेंडुलकर आणि विराट कोहली हे गुजरातचे प्रसिद्ध क्रिकेटपटू आहेत,0
1338,"असे बरेच अनुयायी आहेत , क्वचितच कोणीही माझे पोस्ट वाचले आहे .",1
1339,या पुस्तकाच्या लेखकाने कदाचित त्याचे इंग्रजी व्याकरण किंचित सुधारले पाहिजे .,1
1340,या नाटकाचे अभिनय इतके मजबूत आहे की प्रेक्षक झोपी जातात,1
1341,"अभिनय आश्चर्यकारक आहे , परंतु संवाद लक्षात ठेवण्यात काही  आहे !",1
1342,"सर्व वयोगटातील  अद्वितीय दृश्य , जीवनाचा प्रवास प्रत्येकासाठी खास असतो",0
1343,"इतके वाचत आहात ,  कधीही आपला मेंदू आला आहे ?",1
1344,"फुलांचे हशा ऐका , सकारात्मकतेचा रंग द्या",0
1345,"अभिनेत्रींनी कधीही कोणालाही खाली दाखवू नये , सर्व लोक  पात्र आहेत !",1
1346,"जुनागधचा किल्ला हा इतिहासाच्या  -उतारांचा साक्षीदार आहे , स्टोन्समध्ये कैद केलेल्या कथा",0
1347,"जीवन  खुले रंगोली आहे , प्रत्येक चरणातून रंग भरा ,   रहा",0
1348,"वारा वाहताना लवचिक रहा , आपले गंतव्यस्थान स्वतः ठरवा , पंख ठेवा",0
1349,आपला ड्रेसिंग सेन्स इतका वाईट आहे की  गेम देखील खराब केला आहे .,1
1350,शारीरिक शिक्षण हा  विषय आहे जो मला कधीही समजणार नाही .,1
1351,आपली कला पाहून मुले देखील हसतील.लाज,1
1352,"दिवस ,  इतका प्रगत होईल की तो आम्हाला त्याचा गुलाम बनवेल.परंतु तोपर्यंत आम्ही कमीतकमी खात्री करुन घ्यावी की त्यांनी आम्हाला पोसले आणि आम्हाला चांगले खायला दिले .",1
1353,कदाचित   एखाद्या कलेत आपला हात वापरुन पहावा .,1
1354,`` हे गाणे ऐकून असे दिसते की गायक गाण्याआधी विष प्या असावे ! `` ( जेव्हा गाणे अत्यंत वाईट असते ),1
1355,"प्रत्येक सामन्यानंतर आम्हाला हे वाटते , कदाचित आमचा कार्यसंघ हरण्यास विसरला असेल .",1
1356,मला वाटते की पीई वर्गात माझ्याकडे अशी शर्यत आहे की मी पुढच्या ऑलिम्पिकमध्ये सुवर्णपदक जिंकू शकतो !,1
1357,"आपल्या जीवनात बरेच  आणेल , परंतु हे  चांगले किंवा वाईट असतील ?",1
1358,"प्रत्येकाला सोशल मीडियावर 'डिजिटल डिटॉक्स ' आवश्यक आहे , परंतु कोणालाही विश्वास नाही !",1
1359,"मी चित्रपटात खूप कष्ट केले , परंतु प्रत्येकजण फक्त नायकाबद्दल बोलत आहे .",1
1360,"रावानी नदी जाणून घ्या , मजल्याच्या दिशेने वाहत रहा",0
1361,मी इतके गेमिंग करतो की मला पातळीवर भीती वाटत नाही .,1
1362,वा  ्यांच्या वा  ्यांसह डोकावून सूर्यामुळे नवीन दिवे जीवनात भरते  [ प्रतिमा : सकाळी सोन्याच्या प्रकाशात आंघोळ केलेली विंडो फ्रेम ],0
1363,"झोपा आणि सकाळी उठून , ताजेपणाचे गाणे गा",0
1364,"अभिनेत्री कधीही आजारी पडू नये , यामुळे त्यांचे शूटिंग थांबते !",1
1365,इतका हुशार झाला आहे की आता फसवणूक देखील आपोआप शिकत आहे .,1
1366,खर्‍या गोष्टींबद्दल बोलणे बदनाम झाले .,1
1367,"जीवन ही  मुक्त कविता आहे , प्रत्येक लहरीमध्ये आनंदाचे संगीत शोधा , हसणे आणि हसणे",0
1368,"नदीच्या प्रवाहात प्रवाह , लवचिकतेसह जीवनाच्या लाटाचा सामना करा",0
1369,"ढोकला , तेपला आणि खिचडी हे लोकप्रिय गुजराती डिश आहेत",0
1370,"मित्रांच्या पुढे हसणे , आठवणींच्या ट्रेझरीमध्ये जीवनाचा प्रवास वाचवा",0
1371,या मैफिलीत इतका आवाज आहे की माझे कान वाहू लागले आहेत,1
1372,"मी  अगदी  मुलगी आहे , माझी फसवणूक नाही .",1
1373,"आत्म्याच्या पंख पसरवा , आकाशाला स्पर्श करण्यासाठी उड्डाण करा",0
1374,"प्रामाणिकपणा हा कमाईचा मार्ग आहे , इतरांच्या आनंदात आपला आनंद शोधा , जगाला चांगले बनवा",0
1375,"नातेसंबंधांचे नाते मजबूत करा , प्रेमाच्या धाग्यांसह आनंदाचे फॅब्रिक विणले",0
1376,"वा  ्यांच्या संगीतातील थिर , रंगांनी जीवन सजवा",0
1377,"आयुष्याच्या मार्गावर भागीदाराची  , प्रत्येक  आनंदाने नाचवा",0
1378,"वेळेच्या प्रवाहात प्रवाह , प्रत्येक लहरीमध्ये فर्डर शोधा",0
1379,"झाडाच्या रस्टलमध्ये , निसर्गाचे संगीत ऐकले जाते",0
1380,"इतरांचा  करा , सहकार्याची भावना जागृत करा ,  प्रेरणा घ्या",0
1381,अहमदाबादचे साबरमती रिव्हरफ्रंट हे शहराच्या विकासाचे प्रतीक आहे,0
1382,ही चित्रकला पाहून मुलेही हसतील .,1
1383,"माझ्याकडे असलेल्या या नोट्स आहेत , मी ती स्वत : बनविली आहे , मी कोणाचीही कॉपी केली नाही .",1
1384,सूरतचा हिरा उद्योग जगात प्रसिद्ध आहे,0
1385,मला असे वाटते की विज्ञान म्हणजे दिवस आणि रात्र वापरणे आणि समाप्त होणारी वैज्ञानिक तत्त्वे वाचणे .,1
1386,सोशल मीडियावरील अनुयायांची संख्या म्हणजे अभिनय देखील चांगला आहे !,1
1387,"कामगारांच्या घामामध्ये कठोर परिश्रमांचा वास , मूठभर हातात बळकटीचा प्रवास",0
1388,सामाजिक विज्ञान वाचल्यानंतर बरेच दिवस झाले आहेत की मला  सामाजिक तत्त्वांना स्पर्श करायचा नाही .,1
1389,"प्रामाणिकपणे जगा , सत्याच्या मार्गावर चाला , जीवन सोपे होईल",0
1390,"नदीच्या प्रवाहामध्ये पोहणे , लवचिकतेसह जीवनातील आव्हानांचा सामना करा  ( हिरव्यागार जंगलातून वाहणा  ्या कोमल नदीची कल्पना करा )",0
1391,ही कला आहे की कोणताही मंत्र आहे ?,1
1392,"पर्वतांच्या उंचीला स्पर्श करण्याचे स्वप्न , विचारांचे पंख लावून आकाश मोजा",0
1393,"झाडे चढण्याचा सराव करीत आहेत , जणू  माकड होणार आहोत .",1
1394,"आता स्वयंसेवी संस्थेत काम करण्याची वेळ आली आहे , सामाजिक विज्ञान विसरण्याची आणि सामाजिक सेवा करण्याची वेळ आली आहे .",1
1395,मला वाटते की  मी माझ्या हेअर ड्रायरला जिममध्ये आणण्यास विसरलो आहे .,1
1396,"जीवनाचा पतंग वारा मध्ये उडवा , मोकळेपणामध्ये अपेक्षांचा रंग भरा",0
1397,"ही चित्रे पाहून कोणीही वेडा होऊ शकते , इतके विचित्र .",1
1398,"संघाच्या सामर्थ्यावर पंक्तीचा विश्वास , एकत्र उंचीवर स्पर्श करा , लाटा तयार करा",0
1399,"इतरांच्या आनंदात सामील व्हा , स्वत : ला बहरते",0
1400,"आयुष्यातील प्रत्येक हशा हास्याने भरलेले आहे , फुंकलेल्या खिडकीतून डोकावून",0
1401,या चित्रपटाच्या कथेत बरीच ट्विस्ट आहेत की माझे  चकित झाले .,1
1402,"हे वेळेचे खूप प्रेम आहे , जीवनाची काळजी घ्या",0
1403,"जीवनात कोणतेही ध्येय नाही , फक्त सोशल मीडियावर प्रसिद्ध व्हायचे आहे .",1
